,0,IP
"('12158_226', '192.168.220.51')",150,"('12158_226', '192.168.220.51')"
"('12158_226', '192.168.220.49')",177,"('12158_226', '192.168.220.49')"
"('14135_155',)",575,"('14135_155',)"
"('10606_67',)",576,"('10606_67',)"
"('10606_67', '192.168.220.42')",140,"('10606_67', '192.168.220.42')"
"('10734_254',)",576,"('10734_254',)"
"('10734_254', '192.168.220.47')",158,"('10734_254', '192.168.220.47')"
"('11559_196',)",576,"('11559_196',)"
"('10045_162',)",576,"('10045_162',)"
"('10045_162', '192.168.220.42')",360,"('10045_162', '192.168.220.42')"
"('12231_25',)",576,"('12231_25',)"
"('12471_24', '192.168.210.55')",133,"('12471_24', '192.168.210.55')"
"('12471_24', '192.168.220.47')",228,"('12471_24', '192.168.220.47')"
"('10127_72', '192.168.220.48')",184,"('10127_72', '192.168.220.48')"
"('10127_72', '192.168.220.51')",246,"('10127_72', '192.168.220.51')"
"('10394_13',)",577,"('10394_13',)"
"('10394_13', '192.168.220.51')",126,"('10394_13', '192.168.220.51')"
"('10234_110',)",577,"('10234_110',)"
"('10234_110', '192.168.220.51')",189,"('10234_110', '192.168.220.51')"
"('10543_126', '192.168.210.54')",143,"('10543_126', '192.168.210.54')"
"('10543_126', '192.168.220.47')",166,"('10543_126', '192.168.220.47')"
"('10166_19', '192.168.220.47')",132,"('10166_19', '192.168.220.47')"
"('10166_19', '192.168.210.45')",206,"('10166_19', '192.168.210.45')"
"('10199_26', '192.168.210.48')",127,"('10199_26', '192.168.210.48')"
"('10199_26', '192.168.220.46')",132,"('10199_26', '192.168.220.46')"
"('10199_26', '192.168.220.47')",241,"('10199_26', '192.168.220.47')"
"('10464_180', '192.168.220.51')",145,"('10464_180', '192.168.220.51')"
"('10464_180', '192.168.220.47')",272,"('10464_180', '192.168.220.47')"
"('10844_57',)",580,"('10844_57',)"
"('10844_57', '192.168.220.51')",244,"('10844_57', '192.168.220.51')"
"('11022_6',)",580,"('11022_6',)"
"('11022_6', '192.168.210.54')",132,"('11022_6', '192.168.210.54')"
"('13074_87', '192.168.220.47')",184,"('13074_87', '192.168.220.47')"
"('13074_87', '192.168.220.51')",194,"('13074_87', '192.168.220.51')"
"('10012_106', '192.168.220.47')",141,"('10012_106', '192.168.220.47')"
"('10012_106', '192.168.220.48')",219,"('10012_106', '192.168.220.48')"
"('11084_49',)",582,"('11084_49',)"
"('11084_49', '192.168.220.51')",266,"('11084_49', '192.168.220.51')"
"('12197_95', '192.168.210.54')",156,"('12197_95', '192.168.210.54')"
"('12197_95', '192.168.210.47')",184,"('12197_95', '192.168.210.47')"
"('11418_138',)",583,"('11418_138',)"
"('11418_138', '192.168.220.47')",232,"('11418_138', '192.168.220.47')"
"('11827_248',)",583,"('11827_248',)"
"('10543_116',)",583,"('10543_116',)"
"('10543_116', '192.168.210.54')",323,"('10543_116', '192.168.210.54')"
"('14135_156',)",583,"('14135_156',)"
"('11288_127',)",584,"('11288_127',)"
"('11288_127', '192.168.220.51')",217,"('11288_127', '192.168.220.51')"
"('12137_135',)",584,"('12137_135',)"
"('12137_135', '192.168.220.50')",142,"('12137_135', '192.168.220.50')"
"('10074_112', '192.168.220.47')",144,"('10074_112', '192.168.220.47')"
"('10074_112', '192.168.210.45')",168,"('10074_112', '192.168.210.45')"
"('10522_72',)",586,"('10522_72',)"
"('10522_72', '192.168.220.51')",142,"('10522_72', '192.168.220.51')"
"('10084_113',)",587,"('10084_113',)"
"('13731_133',)",587,"('13731_133',)"
"('13731_133', '192.168.210.54')",508,"('13731_133', '192.168.210.54')"
"('10543_124', '192.168.210.54')",191,"('10543_124', '192.168.210.54')"
"('10543_124', '192.168.210.45')",198,"('10543_124', '192.168.210.45')"
"('10799_154', '192.168.210.53')",146,"('10799_154', '192.168.210.53')"
"('10799_154', '192.168.220.48')",200,"('10799_154', '192.168.220.48')"
"('10799_154', '192.168.210.57')",244,"('10799_154', '192.168.210.57')"
"('10555_27',)",591,"('10555_27',)"
"('10555_27', '192.168.220.47')",290,"('10555_27', '192.168.220.47')"
"('10901_102',)",591,"('10901_102',)"
"('10901_102', '192.168.220.51')",149,"('10901_102', '192.168.220.51')"
"('11650_103',)",591,"('11650_103',)"
"('11650_103', '192.168.220.47')",130,"('11650_103', '192.168.220.47')"
"('12570_240', '192.168.210.46')",163,"('12570_240', '192.168.210.46')"
"('12570_240', '192.168.220.51')",228,"('12570_240', '192.168.220.51')"
"('10073_197',)",592,"('10073_197',)"
"('11409_104',)",592,"('11409_104',)"
"('11409_104', '192.168.220.47')",256,"('11409_104', '192.168.220.47')"
"('11221_206',)",593,"('11221_206',)"
"('11221_206', '192.168.220.47')",265,"('11221_206', '192.168.220.47')"
"('10209_175',)",595,"('10209_175',)"
"('10539_102', '192.168.210.53')",182,"('10539_102', '192.168.210.53')"
"('10539_102', '192.168.220.51')",327,"('10539_102', '192.168.220.51')"
"('11029_215', '192.168.220.51')",126,"('11029_215', '192.168.220.51')"
"('11029_215', '192.168.220.47')",177,"('11029_215', '192.168.220.47')"
"('10185_218',)",596,"('10185_218',)"
"('10185_218', '192.168.220.51')",186,"('10185_218', '192.168.220.51')"
"('13052_167',)",598,"('13052_167',)"
"('13052_167', '192.168.210.56')",528,"('13052_167', '192.168.210.56')"
"('10759_55',)",599,"('10759_55',)"
"('10759_55', '192.168.220.51')",136,"('10759_55', '192.168.220.51')"
"('10073_194',)",600,"('10073_194',)"
"('13247_79', '192.168.210.47')",131,"('13247_79', '192.168.210.47')"
"('13247_79', '192.168.220.47')",144,"('13247_79', '192.168.220.47')"
"('13247_79', '192.168.220.51')",241,"('13247_79', '192.168.220.51')"
"('13019_185', '192.168.210.45')",151,"('13019_185', '192.168.210.45')"
"('13019_185', '192.168.220.42')",337,"('13019_185', '192.168.220.42')"
"('10977_163',)",602,"('10977_163',)"
"('10977_163', '192.168.220.47')",338,"('10977_163', '192.168.220.47')"
"('10246_73',)",602,"('10246_73',)"
"('10246_73', '192.168.220.51')",136,"('10246_73', '192.168.220.51')"
"('11507_248', '192.168.220.45')",192,"('11507_248', '192.168.220.45')"
"('11507_248', '192.168.220.43')",248,"('11507_248', '192.168.220.43')"
"('11219_7', '192.168.210.47')",171,"('11219_7', '192.168.210.47')"
"('11219_7', '192.168.210.49')",240,"('11219_7', '192.168.210.49')"
"('10484_66',)",604,"('10484_66',)"
"('10484_66', '192.168.220.45')",150,"('10484_66', '192.168.220.45')"
"('10204_67', '192.168.220.42')",128,"('10204_67', '192.168.220.42')"
"('10204_67', '192.168.220.50')",132,"('10204_67', '192.168.220.50')"
"('10204_67', '192.168.220.51')",138,"('10204_67', '192.168.220.51')"
"('11466_68', '192.168.220.45')",137,"('11466_68', '192.168.220.45')"
"('11466_68', '192.168.220.48')",250,"('11466_68', '192.168.220.48')"
"('12558_245',)",605,"('12558_245',)"
"('12558_245', '192.168.220.51')",263,"('12558_245', '192.168.220.51')"
"('10770_210', '192.168.220.43')",127,"('10770_210', '192.168.220.43')"
"('10770_210', '192.168.220.51')",171,"('10770_210', '192.168.220.51')"
"('11350_176',)",606,"('11350_176',)"
"('11350_176', '192.168.220.50')",178,"('11350_176', '192.168.220.50')"
"('10073_195',)",607,"('10073_195',)"
"('10012_42',)",607,"('10012_42',)"
"('10012_42', '192.168.220.51')",284,"('10012_42', '192.168.220.51')"
"('11132_11',)",609,"('11132_11',)"
"('11132_11', '192.168.220.51')",211,"('11132_11', '192.168.220.51')"
"('10045_128', '192.168.210.45')",154,"('10045_128', '192.168.210.45')"
"('10045_128', '192.168.220.46')",268,"('10045_128', '192.168.220.46')"
"('10099_168', '192.168.220.51')",145,"('10099_168', '192.168.220.51')"
"('10099_168', '192.168.210.52')",362,"('10099_168', '192.168.210.52')"
"('12204_156',)",611,"('12204_156',)"
"('12204_156', '192.168.210.57')",241,"('12204_156', '192.168.210.57')"
"('10448_56', '192.168.210.53')",133,"('10448_56', '192.168.210.53')"
"('10448_56', '192.168.220.47')",225,"('10448_56', '192.168.220.47')"
"('10246_11',)",612,"('10246_11',)"
"('12894_75', '192.168.220.46')",247,"('12894_75', '192.168.220.46')"
"('12894_75', '192.168.220.51')",365,"('12894_75', '192.168.220.51')"
"('10554_93',)",613,"('10554_93',)"
"('10554_93', '192.168.220.47')",154,"('10554_93', '192.168.220.47')"
"('11406_140',)",613,"('11406_140',)"
"('11406_140', '192.168.220.47')",265,"('11406_140', '192.168.220.47')"
"('10809_226',)",614,"('10809_226',)"
"('10809_226', '192.168.220.51')",204,"('10809_226', '192.168.220.51')"
"('10092_237', '192.168.220.42')",126,"('10092_237', '192.168.220.42')"
"('10092_237', '192.168.220.47')",157,"('10092_237', '192.168.220.47')"
"('10517_63',)",616,"('10517_63',)"
"('10517_63', '192.168.220.47')",128,"('10517_63', '192.168.220.47')"
"('11456_239',)",616,"('11456_239',)"
"('11456_239', '192.168.220.50')",198,"('11456_239', '192.168.220.50')"
"('11025_186',)",617,"('11025_186',)"
"('11025_186', '192.168.220.47')",146,"('11025_186', '192.168.220.47')"
"('10493_200',)",617,"('10493_200',)"
"('10493_200', '192.168.210.48')",129,"('10493_200', '192.168.210.48')"
"('10067_38', '192.168.220.45')",189,"('10067_38', '192.168.220.45')"
"('10067_38', '192.168.220.42')",331,"('10067_38', '192.168.220.42')"
"('11657_2',)",620,"('11657_2',)"
"('11657_2', '192.168.220.51')",411,"('11657_2', '192.168.220.51')"
"('10313_67',)",621,"('10313_67',)"
"('10942_28',)",622,"('10942_28',)"
"('10942_28', '192.168.220.51')",190,"('10942_28', '192.168.220.51')"
"('10747_101',)",622,"('10747_101',)"
"('10747_101', '192.168.220.51')",166,"('10747_101', '192.168.220.51')"
"('10674_171',)",623,"('10674_171',)"
"('10837_3',)",624,"('10837_3',)"
"('10543_119', '192.168.210.54')",178,"('10543_119', '192.168.210.54')"
"('10543_119', '192.168.220.47')",231,"('10543_119', '192.168.220.47')"
"('11280_68',)",626,"('11280_68',)"
"('11280_68', '192.168.220.50')",148,"('11280_68', '192.168.220.50')"
"('11365_34', '192.168.210.47')",154,"('11365_34', '192.168.210.47')"
"('11365_34', '192.168.220.47')",214,"('11365_34', '192.168.220.47')"
"('12233_12', '192.168.220.48')",154,"('12233_12', '192.168.220.48')"
"('12233_12', '192.168.220.51')",205,"('12233_12', '192.168.220.51')"
"('13623_57',)",627,"('13623_57',)"
"('13623_57', '192.168.220.47')",164,"('13623_57', '192.168.220.47')"
"('10045_80',)",628,"('10045_80',)"
"('10045_80', '192.168.220.51')",232,"('10045_80', '192.168.220.51')"
"('10725_197',)",628,"('10725_197',)"
"('10725_197', '192.168.220.51')",142,"('10725_197', '192.168.220.51')"
"('10542_223', '192.168.210.45')",128,"('10542_223', '192.168.210.45')"
"('10542_223', '192.168.220.47')",220,"('10542_223', '192.168.220.47')"
"('10185_234', '192.168.220.50')",142,"('10185_234', '192.168.220.50')"
"('10185_234', '192.168.220.51')",194,"('10185_234', '192.168.220.51')"
"('10423_173', '192.168.220.43')",140,"('10423_173', '192.168.220.43')"
"('10423_173', '192.168.220.51')",179,"('10423_173', '192.168.220.51')"
"('10423_173', '192.168.220.47')",218,"('10423_173', '192.168.220.47')"
"('10759_54', '192.168.220.47')",140,"('10759_54', '192.168.220.47')"
"('10759_54', '192.168.220.51')",188,"('10759_54', '192.168.220.51')"
"('11401_32',)",634,"('11401_32',)"
"('11401_32', '192.168.220.47')",162,"('11401_32', '192.168.220.47')"
"('11707_169', '192.168.220.47')",169,"('11707_169', '192.168.220.47')"
"('11707_169', '192.168.220.51')",262,"('11707_169', '192.168.220.51')"
"('10099_162', '192.168.210.47')",143,"('10099_162', '192.168.210.47')"
"('10099_162', '192.168.220.47')",156,"('10099_162', '192.168.220.47')"
"('10099_162', '192.168.220.51')",262,"('10099_162', '192.168.220.51')"
"('10045_197',)",635,"('10045_197',)"
"('10045_197', '192.168.220.47')",192,"('10045_197', '192.168.220.47')"
"('11129_139',)",635,"('11129_139',)"
"('11129_139', '192.168.220.51')",184,"('11129_139', '192.168.220.51')"
"('10904_123',)",635,"('10904_123',)"
"('10904_123', '192.168.220.51')",202,"('10904_123', '192.168.220.51')"
"('10543_125', '192.168.210.54')",180,"('10543_125', '192.168.210.54')"
"('10543_125', '192.168.220.47')",264,"('10543_125', '192.168.220.47')"
"('10543_117',)",638,"('10543_117',)"
"('10543_117', '192.168.210.54')",196,"('10543_117', '192.168.210.54')"
"('10493_149',)",640,"('10493_149',)"
"('10569_153',)",640,"('10569_153',)"
"('10569_153', '192.168.220.47')",254,"('10569_153', '192.168.220.47')"
"('13048_204', '192.168.210.47')",204,"('13048_204', '192.168.210.47')"
"('13048_204', '192.168.210.56')",255,"('13048_204', '192.168.210.56')"
"('11180_159',)",641,"('11180_159',)"
"('10668_86', '192.168.220.51')",184,"('10668_86', '192.168.220.51')"
"('10668_86', '192.168.220.45')",199,"('10668_86', '192.168.220.45')"
"('11398_5',)",643,"('11398_5',)"
"('11398_5', '192.168.220.47')",192,"('11398_5', '192.168.220.47')"
"('10268_35',)",644,"('10268_35',)"
"('10268_35', '192.168.220.51')",188,"('10268_35', '192.168.220.51')"
"('11684_252', '192.168.210.53')",160,"('11684_252', '192.168.210.53')"
"('11684_252', '192.168.210.55')",485,"('11684_252', '192.168.210.55')"
"('11152_164', '192.168.210.56')",156,"('11152_164', '192.168.210.56')"
"('11152_164', '192.168.210.49')",156,"('11152_164', '192.168.210.49')"
"('11152_164', '192.168.220.51')",164,"('11152_164', '192.168.220.51')"
"('11152_164', '192.168.220.45')",170,"('11152_164', '192.168.220.45')"
"('11204_222',)",646,"('11204_222',)"
"('11204_222', '192.168.220.51')",150,"('11204_222', '192.168.220.51')"
"('10023_249', '192.168.220.50')",132,"('10023_249', '192.168.220.50')"
"('10023_249', '192.168.210.45')",141,"('10023_249', '192.168.210.45')"
"('10023_249', '192.168.220.45')",146,"('10023_249', '192.168.220.45')"
"('12264_150',)",646,"('12264_150',)"
"('12264_150', '192.168.220.51')",175,"('12264_150', '192.168.220.51')"
"('10073_198',)",647,"('10073_198',)"
"('11346_24',)",648,"('11346_24',)"
"('12251_244', '192.168.210.53')",205,"('12251_244', '192.168.210.53')"
"('12251_244', '192.168.220.51')",292,"('12251_244', '192.168.220.51')"
"('10088_179', '192.168.210.55')",175,"('10088_179', '192.168.210.55')"
"('10088_179', '192.168.220.51')",365,"('10088_179', '192.168.220.51')"
"('11311_234', '192.168.210.52')",138,"('11311_234', '192.168.210.52')"
"('11311_234', '192.168.220.51')",186,"('11311_234', '192.168.220.51')"
"('11311_234', '192.168.220.49')",189,"('11311_234', '192.168.220.49')"
"('10966_27',)",653,"('10966_27',)"
"('10966_27', '192.168.220.51')",178,"('10966_27', '192.168.220.51')"
"('10008_88',)",653,"('10008_88',)"
"('10613_15',)",654,"('10613_15',)"
"('10613_15', '192.168.220.51')",208,"('10613_15', '192.168.220.51')"
"('10008_17',)",655,"('10008_17',)"
"('10008_17', '192.168.220.42')",268,"('10008_17', '192.168.220.42')"
"('11292_68',)",655,"('11292_68',)"
"('11292_68', '192.168.220.51')",244,"('11292_68', '192.168.220.51')"
"('10045_242',)",655,"('10045_242',)"
"('10045_242', '192.168.220.51')",254,"('10045_242', '192.168.220.51')"
"('10067_30', '192.168.220.45')",297,"('10067_30', '192.168.220.45')"
"('10067_30', '192.168.210.55')",298,"('10067_30', '192.168.210.55')"
"('10306_99', '192.168.210.54')",126,"('10306_99', '192.168.210.54')"
"('10306_99', '192.168.220.51')",245,"('10306_99', '192.168.220.51')"
"('10042_66', '192.168.210.49')",146,"('10042_66', '192.168.210.49')"
"('10042_66', '192.168.220.47')",166,"('10042_66', '192.168.220.47')"
"('10042_66', '192.168.220.49')",178,"('10042_66', '192.168.220.49')"
"('10045_98',)",656,"('10045_98',)"
"('12676_35', '192.168.220.50')",172,"('12676_35', '192.168.220.50')"
"('12676_35', '192.168.220.48')",240,"('12676_35', '192.168.220.48')"
"('12676_35', '192.168.220.51')",244,"('12676_35', '192.168.220.51')"
"('13617_192',)",657,"('13617_192',)"
"('13617_192', '192.168.220.51')",148,"('13617_192', '192.168.220.51')"
"('10712_181',)",658,"('10712_181',)"
"('10712_181', '192.168.220.45')",498,"('10712_181', '192.168.220.45')"
"('10957_18', '192.168.210.47')",126,"('10957_18', '192.168.210.47')"
"('10957_18', '192.168.210.54')",132,"('10957_18', '192.168.210.54')"
"('11885_51', '192.168.210.46')",126,"('11885_51', '192.168.210.46')"
"('11885_51', '192.168.220.45')",134,"('11885_51', '192.168.220.45')"
"('11885_51', '192.168.210.47')",179,"('11885_51', '192.168.210.47')"
"('11361_156',)",662,"('11361_156',)"
"('10886_252',)",664,"('10886_252',)"
"('11601_183',)",664,"('11601_183',)"
"('11601_183', '192.168.220.48')",252,"('11601_183', '192.168.220.48')"
"('10449_153', '192.168.220.45')",136,"('10449_153', '192.168.220.45')"
"('10449_153', '192.168.220.47')",188,"('10449_153', '192.168.220.47')"
"('10003_72',)",668,"('10003_72',)"
"('11671_57',)",669,"('11671_57',)"
"('12234_212', '192.168.220.50')",138,"('12234_212', '192.168.220.50')"
"('12234_212', '192.168.220.45')",344,"('12234_212', '192.168.220.45')"
"('10711_195', '192.168.220.47')",144,"('10711_195', '192.168.220.47')"
"('10711_195', '192.168.220.45')",221,"('10711_195', '192.168.220.45')"
"('10711_195', '192.168.220.51')",249,"('10711_195', '192.168.220.51')"
"('11316_116',)",672,"('11316_116',)"
"('11396_36', '192.168.220.47')",136,"('11396_36', '192.168.220.47')"
"('11396_36', '192.168.210.47')",212,"('11396_36', '192.168.210.47')"
"('10575_44', '192.168.220.42')",127,"('10575_44', '192.168.220.42')"
"('10575_44', '192.168.220.47')",143,"('10575_44', '192.168.220.47')"
"('10575_44', '192.168.220.45')",195,"('10575_44', '192.168.220.45')"
"('10843_117',)",676,"('10843_117',)"
"('10843_117', '192.168.220.51')",152,"('10843_117', '192.168.220.51')"
"('10169_99', '192.168.220.47')",188,"('10169_99', '192.168.220.47')"
"('10169_99', '192.168.220.51')",233,"('10169_99', '192.168.220.51')"
"('10045_12',)",678,"('10045_12',)"
"('10045_12', '192.168.220.47')",182,"('10045_12', '192.168.220.47')"
"('11148_35',)",678,"('11148_35',)"
"('11148_35', '192.168.220.47')",209,"('11148_35', '192.168.220.47')"
"('10559_102',)",679,"('10559_102',)"
"('10559_102', '192.168.210.54')",149,"('10559_102', '192.168.210.54')"
"('10045_36', '192.168.220.50')",162,"('10045_36', '192.168.220.50')"
"('10045_36', '192.168.210.53')",179,"('10045_36', '192.168.210.53')"
"('10179_31',)",681,"('10179_31',)"
"('10179_31', '192.168.220.47')",248,"('10179_31', '192.168.220.47')"
"('10213_163',)",681,"('10213_163',)"
"('10213_163', '192.168.220.47')",174,"('10213_163', '192.168.220.47')"
"('11157_210',)",682,"('11157_210',)"
"('11157_210', '192.168.220.47')",161,"('11157_210', '192.168.220.47')"
"('10234_132', '192.168.220.48')",144,"('10234_132', '192.168.220.48')"
"('10234_132', '192.168.210.45')",184,"('10234_132', '192.168.210.45')"
"('11265_227', '192.168.220.47')",134,"('11265_227', '192.168.220.47')"
"('11265_227', '192.168.220.51')",138,"('11265_227', '192.168.220.51')"
"('10088_27', '192.168.220.51')",134,"('10088_27', '192.168.220.51')"
"('10088_27', '192.168.220.47')",312,"('10088_27', '192.168.220.47')"
"('10169_98',)",684,"('10169_98',)"
"('10169_98', '192.168.220.51')",166,"('10169_98', '192.168.220.51')"
"('10451_94',)",685,"('10451_94',)"
"('10451_94', '192.168.220.47')",152,"('10451_94', '192.168.220.47')"
"('10391_16', '192.168.220.47')",148,"('10391_16', '192.168.220.47')"
"('10391_16', '192.168.220.48')",171,"('10391_16', '192.168.220.48')"
"('10513_72',)",685,"('10513_72',)"
"('10513_72', '192.168.220.51')",269,"('10513_72', '192.168.220.51')"
"('12075_42', '192.168.220.50')",138,"('12075_42', '192.168.220.50')"
"('12075_42', '192.168.220.51')",286,"('12075_42', '192.168.220.51')"
"('10045_82',)",686,"('10045_82',)"
"('10045_82', '192.168.220.47')",208,"('10045_82', '192.168.220.47')"
"('10185_233',)",686,"('10185_233',)"
"('10185_233', '192.168.220.50')",132,"('10185_233', '192.168.220.50')"
"('10390_15',)",687,"('10390_15',)"
"('10390_15', '192.168.220.51')",126,"('10390_15', '192.168.220.51')"
"('11126_218', '192.168.210.47')",126,"('11126_218', '192.168.210.47')"
"('11126_218', '192.168.220.51')",139,"('11126_218', '192.168.220.51')"
"('10830_184',)",688,"('10830_184',)"
"('10830_184', '192.168.220.51')",141,"('10830_184', '192.168.220.51')"
"('11447_68', '192.168.210.54')",133,"('11447_68', '192.168.210.54')"
"('11447_68', '192.168.220.48')",295,"('11447_68', '192.168.220.48')"
"('12188_23',)",689,"('12188_23',)"
"('12188_23', '192.168.220.47')",322,"('12188_23', '192.168.220.47')"
"('10054_94',)",690,"('10054_94',)"
"('10054_94', '192.168.220.47')",180,"('10054_94', '192.168.220.47')"
"('10424_115',)",690,"('10424_115',)"
"('10424_115', '192.168.220.47')",302,"('10424_115', '192.168.220.47')"
"('10747_98',)",690,"('10747_98',)"
"('10515_65', '192.168.220.47')",126,"('10515_65', '192.168.220.47')"
"('10515_65', '192.168.220.51')",126,"('10515_65', '192.168.220.51')"
"('10045_76',)",691,"('10045_76',)"
"('10045_76', '192.168.220.47')",299,"('10045_76', '192.168.220.47')"
"('10272_11',)",692,"('10272_11',)"
"('10272_11', '192.168.210.50')",614,"('10272_11', '192.168.210.50')"
"('10065_210', '192.168.220.50')",128,"('10065_210', '192.168.220.50')"
"('10065_210', '192.168.220.51')",260,"('10065_210', '192.168.220.51')"
"('10840_12', '192.168.220.47')",142,"('10840_12', '192.168.220.47')"
"('10840_12', '192.168.220.51')",176,"('10840_12', '192.168.220.51')"
"('10101_27',)",693,"('10101_27',)"
"('10101_27', '192.168.220.51')",181,"('10101_27', '192.168.220.51')"
"('10045_79', '192.168.210.47')",128,"('10045_79', '192.168.210.47')"
"('10045_79', '192.168.220.51')",160,"('10045_79', '192.168.220.51')"
"('11744_185',)",694,"('11744_185',)"
"('11744_185', '192.168.220.51')",221,"('11744_185', '192.168.220.51')"
"('13776_176',)",694,"('13776_176',)"
"('13776_176', '192.168.210.49')",302,"('13776_176', '192.168.210.49')"
"('10664_104', '192.168.220.51')",143,"('10664_104', '192.168.220.51')"
"('10664_104', '192.168.220.47')",244,"('10664_104', '192.168.220.47')"
"('11263_123',)",695,"('11263_123',)"
"('11263_123', '192.168.220.47')",202,"('11263_123', '192.168.220.47')"
"('10045_140',)",695,"('10045_140',)"
"('10045_140', '192.168.220.43')",138,"('10045_140', '192.168.220.43')"
"('10352_168',)",696,"('10352_168',)"
"('10352_168', '192.168.220.47')",187,"('10352_168', '192.168.220.47')"
"('11753_70',)",698,"('11753_70',)"
"('13232_85', '192.168.210.49')",250,"('13232_85', '192.168.210.49')"
"('13232_85', '192.168.220.51')",307,"('13232_85', '192.168.220.51')"
"('10407_90',)",704,"('10407_90',)"
"('10407_90', '192.168.220.47')",292,"('10407_90', '192.168.220.47')"
"('10640_179', '192.168.220.51')",140,"('10640_179', '192.168.220.51')"
"('10640_179', '192.168.220.47')",151,"('10640_179', '192.168.220.47')"
"('10246_105',)",706,"('10246_105',)"
"('10246_105', '192.168.220.51')",177,"('10246_105', '192.168.220.51')"
"('10993_67', '192.168.220.42')",190,"('10993_67', '192.168.220.42')"
"('10993_67', '192.168.220.47')",208,"('10993_67', '192.168.220.47')"
"('10055_110',)",707,"('10055_110',)"
"('10055_110', '192.168.220.47')",154,"('10055_110', '192.168.220.47')"
"('10649_163', '192.168.220.48')",147,"('10649_163', '192.168.220.48')"
"('10649_163', '192.168.220.51')",154,"('10649_163', '192.168.220.51')"
"('12736_94', '192.168.220.51')",327,"('12736_94', '192.168.220.51')"
"('12736_94', '192.168.210.45')",380,"('12736_94', '192.168.210.45')"
"('10911_150', '192.168.210.57')",175,"('10911_150', '192.168.210.57')"
"('10911_150', '192.168.220.51')",207,"('10911_150', '192.168.220.51')"
"('10911_150', '192.168.220.47')",288,"('10911_150', '192.168.220.47')"
"('10931_219',)",708,"('10931_219',)"
"('10931_219', '192.168.220.51')",258,"('10931_219', '192.168.220.51')"
"('11483_120', '192.168.220.51')",300,"('11483_120', '192.168.220.51')"
"('11483_120', '192.168.220.50')",324,"('11483_120', '192.168.220.50')"
"('12186_101', '192.168.220.51')",156,"('12186_101', '192.168.220.51')"
"('12186_101', '192.168.220.48')",174,"('12186_101', '192.168.220.48')"
"('12186_101', '192.168.220.42')",249,"('12186_101', '192.168.220.42')"
"('13776_226',)",709,"('13776_226',)"
"('13776_226', '192.168.220.51')",547,"('13776_226', '192.168.220.51')"
"('10747_97',)",710,"('10747_97',)"
"('11290_141',)",710,"('11290_141',)"
"('11290_141', '192.168.220.51')",400,"('11290_141', '192.168.220.51')"
"('11453_168',)",711,"('11453_168',)"
"('11453_168', '192.168.220.51')",164,"('11453_168', '192.168.220.51')"
"('11893_34', '192.168.220.47')",183,"('11893_34', '192.168.220.47')"
"('11893_34', '192.168.220.45')",312,"('11893_34', '192.168.220.45')"
"('10603_145',)",713,"('10603_145',)"
"('10603_145', '192.168.220.47')",146,"('10603_145', '192.168.220.47')"
"('10724_199',)",713,"('10724_199',)"
"('10724_199', '192.168.220.51')",183,"('10724_199', '192.168.220.51')"
"('10831_102',)",713,"('10831_102',)"
"('10831_102', '192.168.220.51')",399,"('10831_102', '192.168.220.51')"
"('10202_42', '192.168.220.43')",202,"('10202_42', '192.168.220.43')"
"('10202_42', '192.168.220.51')",222,"('10202_42', '192.168.220.51')"
"('10429_140',)",719,"('10429_140',)"
"('10429_140', '192.168.220.51')",418,"('10429_140', '192.168.220.51')"
"('10454_63',)",721,"('10454_63',)"
"('10454_63', '192.168.220.51')",213,"('10454_63', '192.168.220.51')"
"('11143_36', '192.168.220.47')",185,"('11143_36', '192.168.220.47')"
"('11143_36', '192.168.220.51')",310,"('11143_36', '192.168.220.51')"
"('11040_216',)",722,"('11040_216',)"
"('11040_216', '192.168.220.51')",259,"('11040_216', '192.168.220.51')"
"('11347_19',)",724,"('11347_19',)"
"('10763_20', '192.168.210.53')",141,"('10763_20', '192.168.210.53')"
"('10763_20', '192.168.220.51')",185,"('10763_20', '192.168.220.51')"
"('11475_71',)",726,"('11475_71',)"
"('11475_71', '192.168.220.51')",186,"('11475_71', '192.168.220.51')"
"('12373_35', '192.168.220.42')",147,"('12373_35', '192.168.220.42')"
"('12373_35', '192.168.220.48')",262,"('12373_35', '192.168.220.48')"
"('10357_22',)",727,"('10357_22',)"
"('10357_22', '192.168.220.51')",176,"('10357_22', '192.168.220.51')"
"('10577_4', '192.168.210.45')",158,"('10577_4', '192.168.210.45')"
"('10577_4', '192.168.220.47')",230,"('10577_4', '192.168.220.47')"
"('10169_96',)",727,"('10169_96',)"
"('10484_98', '192.168.220.50')",195,"('10484_98', '192.168.220.50')"
"('10484_98', '192.168.220.51')",222,"('10484_98', '192.168.220.51')"
"('10123_51',)",732,"('10123_51',)"
"('10123_51', '192.168.220.51')",720,"('10123_51', '192.168.220.51')"
"('10706_32',)",734,"('10706_32',)"
"('10706_32', '192.168.220.51')",204,"('10706_32', '192.168.220.51')"
"('10845_14',)",734,"('10845_14',)"
"('10845_14', '192.168.220.47')",164,"('10845_14', '192.168.220.47')"
"('10888_160', '192.168.220.51')",162,"('10888_160', '192.168.220.51')"
"('10888_160', '192.168.220.47')",284,"('10888_160', '192.168.220.47')"
"('10738_182', '192.168.220.49')",198,"('10738_182', '192.168.220.49')"
"('10738_182', '192.168.220.45')",336,"('10738_182', '192.168.220.45')"
"('11856_156', '192.168.210.55')",130,"('11856_156', '192.168.210.55')"
