,IP_A,IP_B,confidence,pairs,pairs2,frequency,avg_norm_latency,total_duration,total_packets,norm_latency,latency_rank,pair_ID,server_A,server_B,server
293,10760_15,192.168.210.45,0.9342105263157895,"['10760_15', '192.168.210.45']","('10760_15', '192.168.210.45')",284,0.013793049456683682,56.22000000000003,5095,3.075995236289015e-05,0.008735826471060804,134,,,13
105,14190_146,192.168.220.51,1.0,"['14190_146', '192.168.220.51']","('14190_146', '192.168.220.51')",184,0.10872747604147055,86.60500000000006,573,4.738466158641235e-05,0.008718777731899873,135,,,13
542,11692_100,192.168.220.51,0.6392156862745098,"['11692_100', '192.168.220.51']","('11692_100', '192.168.220.51')",326,0.02533533085864373,48.867999999999974,1377,2.6737412879219395e-05,0.008716396598625522,136,,,13
785,11739_82,192.168.210.54,0.8029411764705883,"['11739_82', '192.168.210.54']","('11739_82', '192.168.210.54')",819,0.00604566253851968,19.155999999999977,1199,1.04809257819908e-05,0.008583878215450464,137,,,13
520,10513_90,192.168.220.51,0.6475409836065574,"['10513_90', '192.168.220.51']","('10513_90', '192.168.220.51')",316,0.02285337094198688,49.581999999999994,7517,2.7128067557040533e-05,0.008572469348024808,138,,,13
79,14156_232,192.168.220.48,1.0,"['14156_232', '192.168.220.48']","('14156_232', '192.168.220.48')",170,0.04846854244898326,91.09500000000003,2096,4.98412995463799e-05,0.008473020922884583,139,,,13
291,12166_169,192.168.220.51,1.0,"['12166_169', '192.168.220.51']","('12166_169', '192.168.220.51')",303,0.020750833028120048,50.656,1244,2.771569097998155e-05,0.00839785436693441,140,,,14
740,10952_16,192.168.220.50,0.2751256281407035,"['10952_16', '192.168.220.50']","('10952_16', '192.168.220.50')",219,0.06557864407282217,69.35100000000003,506,3.794438734113829e-05,0.008309820827709286,141,,,14
164,10058_69,192.168.220.51,0.7181818181818181,"['10058_69', '192.168.220.51']","('10058_69', '192.168.220.51')",158,0.05092621100919172,95.23200000000001,1677,5.2104798709049346e-05,0.008232558196029797,142,,,14
229,13155_70,192.168.220.51,1.0,"['13155_70', '192.168.220.51']","('13155_70', '192.168.220.51')",262,0.08183333333333333,57.357999999999976,534,3.1382592451630234e-05,0.008222239222327121,143,,,14
552,10922_210,192.168.220.51,0.32567049808429116,"['10922_210', '192.168.220.51']","('10922_210', '192.168.220.51')",170,0.005537165877396859,88.24900000000004,30463,4.828415218912652e-05,0.008208305872151508,144,,,14
798,10097_80,192.168.220.51,0.9539363484087102,"['10097_80', '192.168.220.51']","('10097_80', '192.168.220.51')",1139,0.003898595258999117,13.079999999999993,1588,7.156531072689484e-06,0.008151288891793323,145,,,14
622,10844_57,192.168.220.51,0.4206896551724138,"['10844_57', '192.168.220.51']","('10844_57', '192.168.220.51')",244,0.06298114591465004,60.22199999999997,732,3.294958824613961e-05,0.008039699532058065,146,,,14
270,10995_230,192.168.210.50,0.7577854671280276,"['10995_230', '192.168.210.50']","('10995_230', '192.168.210.50')",219,0.065318249955196,66.88900000000002,750,3.659733997867946e-05,0.008014817455330801,147,,,14
310,10484_84,192.168.220.51,0.5428571428571428,"['10484_84', '192.168.220.51']","('10484_84', '192.168.220.51')",171,0.053372899663689126,84.30099999999999,1428,4.612406161764499e-05,0.007887214536617292,148,,,14
503,14183_97,192.168.220.51,1.0,"['14183_97', '192.168.220.51']","('14183_97', '192.168.220.51')",480,0.0036342392764445153,29.983999999999984,2204,1.6405307926874733e-05,0.007874547804899872,149,,,14
385,10501_102,192.168.220.51,0.712707182320442,"['10501_102', '192.168.220.51']","('10501_102', '192.168.220.51')",258,0.028291926237268374,55.66499999999998,931,3.0456292214163624e-05,0.007857723391254215,150,,,15
778,10003_89,192.168.220.51,0.4736275565123789,"['10003_89', '192.168.220.51']","('10003_89', '192.168.220.51')",440,0.007535111689975447,32.62999999999998,1283,1.7853028203505954e-05,0.00785533240954262,151,,,15
74,12691_118,192.168.220.51,1.0,"['12691_118', '192.168.220.51']","('12691_118', '192.168.220.51')",167,0.11798678374187357,85.79599999999999,655,4.694202904529566e-05,0.007839318850564376,152,,,15
590,10002_170,192.168.220.51,0.6708860759493671,"['10002_170', '192.168.220.51']","('10002_170', '192.168.220.51')",371,0.006404019524430279,37.97600000000003,1815,2.0778014068536405e-05,0.007708643219427006,153,,,15
256,11808_161,192.168.220.51,1.0,"['11808_161', '192.168.220.51']","('11808_161', '192.168.220.51')",278,0.02486199443042968,50.459999999999994,992,2.7608452440971827e-05,0.007675149778590168,154,,,15
623,11022_6,192.168.210.54,0.22758620689655173,"['11022_6', '192.168.210.54']","('11022_6', '192.168.210.54')",132,0.07761705909274429,105.85800000000002,1117,5.7918659502504884e-05,0.007645263054330644,155,,,15
518,10022_133,192.168.210.54,0.6406570841889117,"['10022_133', '192.168.210.54']","('10022_133', '192.168.210.54')",312,0.024657975931785654,44.16400000000002,1232,2.416368794298614e-05,0.0075390706382116755,156,,,15
555,13730_93,192.168.210.54,1.0,"['13730_93', '192.168.210.54']","('13730_93', '192.168.210.54')",524,0.012363575366533394,25.993,995,1.422169053305947e-05,0.0074521658393231615,157,,,15
508,10289_47,192.168.220.51,0.639751552795031,"['10289_47', '192.168.220.51']","('10289_47', '192.168.220.51')",309,0.039562969150590516,43.61699999999998,798,2.3864404877484502e-05,0.0073741011071427115,158,,,15
94,12685_235,192.168.220.51,1.0,"['12685_235', '192.168.220.51']","('12685_235', '192.168.220.51')",180,0.019037942765969703,74.42,4116,4.071781669950701e-05,0.007329207005911262,159,,,15
146,13346_32,192.168.220.51,1.0,"['13346_32', '192.168.220.51']","('13346_32', '192.168.220.51')",209,0.057184401257965846,63.576000000000015,804,3.478468038817332e-05,0.007269998201128223,160,,,16
765,10564_112,192.168.220.47,0.2571756601607348,"['10564_112', '192.168.220.47']","('10564_112', '192.168.220.47')",224,0.029892932171411694,58.948999999999984,618,3.225308487797955e-05,0.007224691012667418,161,,,16
116,10351_135,192.168.210.47,0.8481675392670157,"['10351_135', '192.168.210.47']","('10351_135', '192.168.210.47')",162,0.05642692380771083,81.38199999999995,830,4.452697337596449e-05,0.007213369686906248,162,,,16
376,10975_217,192.168.220.47,0.6312849162011173,"['10975_217', '192.168.220.47']","('10975_217', '192.168.220.47')",226,0.08389577012220817,58.01399999999997,570,3.1741513276070924e-05,0.007173582000392029,163,,,16
787,10348_207,192.168.220.47,0.20934761441090555,"['10348_207', '192.168.220.47']","('10348_207', '192.168.220.47')",215,0.06908758582502769,60.75199999999998,745,3.323957000978835e-05,0.007146507552104496,164,,,16
641,10484_66,192.168.220.45,0.24834437086092714,"['10484_66', '192.168.220.45']","('10484_66', '192.168.220.45')",150,0.04955656838652989,87.03599999999999,1733,4.762047694515307e-05,0.007143071541772961,165,,,16
572,13385_183,192.168.220.51,0.8115671641791045,"['13385_183', '192.168.220.51']","('13385_183', '192.168.220.51')",435,0.01543171592775041,29.894000000000016,1023,1.6356065740594775e-05,0.007114888597158728,166,,,16
332,11926_102,192.168.220.49,1.0,"['11926_102', '192.168.220.49']","('11926_102', '192.168.220.49')",326,0.012373903804918585,39.838,1717,2.179678018912873e-05,0.007105750341655967,167,,,16
207,13502_37,192.168.220.43,1.0,"['13502_37', '192.168.220.43']","('13502_37', '192.168.220.43')",247,0.023459433989391314,52.39000000000001,2306,2.8664423768975713e-05,0.007080112670937001,168,,,16
392,10085_147,192.168.220.51,1.0,"['10085_147', '192.168.220.51']","('10085_147', '192.168.220.51')",367,0.011869222007792607,35.17900000000001,1289,1.9247676346035442e-05,0.007063897218995007,169,,,16
355,12835_95,192.168.220.51,0.7536231884057971,"['12835_95', '192.168.220.51']","('12835_95', '192.168.220.51')",260,0.026260811857722874,48.37999999999998,832,2.6470410802501322e-05,0.006882306808650344,170,,,17
303,10815_90,192.168.220.42,0.8543689320388349,"['10815_90', '192.168.220.42']","('10815_90', '192.168.220.42')",264,0.03891277056277057,47.489,589,2.5982913158329594e-05,0.006859489073799013,171,,,17
630,13731_133,192.168.210.54,0.8654173764906303,"['13731_133', '192.168.210.54']","('13731_133', '192.168.210.54')",508,0.012005202474690667,24.419,959,1.3360499408563045e-05,0.006787133699550026,172,,,17
444,14330_44,192.168.220.51,1.0,"['14330_44', '192.168.220.51']","('14330_44', '192.168.220.51')",411,0.009401587496741208,30.18000000000001,3109,1.6512546465884466e-05,0.006786656597478516,173,,,17
578,10629_26,192.168.220.47,0.27440147329650094,"['10629_26', '192.168.220.47']","('10629_26', '192.168.220.47')",149,0.09102089121673608,83.072,536,4.54516322072218e-05,0.006772293198876048,174,,,17
789,10104_80,192.168.220.51,0.9819219790675547,"['10104_80', '192.168.220.51']","('10104_80', '192.168.220.51')",1032,0.004146883074935397,11.945999999999998,1434,6.536079525561821e-06,0.006745234070379799,175,,,17
724,10945_168,192.168.220.51,0.289544235924933,"['10945_168', '192.168.220.51']","('10945_168', '192.168.220.51')",216,0.053655293343487794,56.81500000000002,782,3.108549792774109e-05,0.006714467552392076,176,,,17
768,10743_118,192.168.220.51,0.24577226606538896,"['10743_118', '192.168.220.51']","('10743_118', '192.168.220.51')",218,0.04390677063761927,55.92999999999998,949,3.060128309598799e-05,0.006671079714925382,177,,,17
701,10407_90,192.168.220.47,0.4147727272727273,"['10407_90', '192.168.220.47']","('10407_90', '192.168.220.47')",292,0.02822683069379302,40.94399999999999,696,2.240191194496929e-05,0.006541358287931032,178,,,17
573,14188_97,192.168.220.51,1.0,"['14188_97', '192.168.220.51']","('14188_97', '192.168.220.51')",536,0.006114943068954261,22.03900000000001,1184,1.2058317149159305e-05,0.006463257991949387,179,,,17
223,13409_202,192.168.220.47,0.96875,"['13409_202', '192.168.220.47']","('13409_202', '192.168.220.47')",248,0.03553922770218132,47.106999999999964,1057,2.5773907434341243e-05,0.006391929043716629,180,,,18
473,12161_252,192.168.210.53,0.7210884353741497,"['12161_252', '192.168.210.53']","('12161_252', '192.168.210.53')",318,0.005445851900611332,36.50799999999999,1564,1.9974819296769705e-05,0.006351992536372766,181,,,18
678,11601_183,192.168.220.48,0.3795180722891566,"['11601_183', '192.168.220.48']","('11601_183', '192.168.220.48')",252,0.027303951686564448,46.06600000000002,825,2.520433947970291e-05,0.006351493548885133,182,,,18
634,11409_104,192.168.220.47,0.43243243243243246,"['11409_104', '192.168.220.47']","('11409_104', '192.168.220.47')",256,0.03327804488390999,45.17399999999998,607,2.4716294700128038e-05,0.006327371443232778,183,,,18
372,10078_111,192.168.220.47,0.5870786516853933,"['10078_111', '192.168.220.47']","('10078_111', '192.168.220.47')",209,0.06321581200564455,55.25499999999999,813,3.0231966698888194e-05,0.006318481040067632,184,,,18
581,12054_232,192.168.220.48,0.5009174311926605,"['12054_232', '192.168.220.48']","('12054_232', '192.168.220.48')",273,0.02252562938689313,41.95100000000001,643,2.2952877295901896e-05,0.006266135501781217,185,,,18
88,14493_127,192.168.220.51,1.0,"['14493_127', '192.168.220.51']","('14493_127', '192.168.220.51')",177,0.05247162547936926,64.49099999999999,1290,3.52853092820197e-05,0.006245499742917487,186,,,18
498,10824_134,192.168.220.51,0.7611940298507462,"['10824_134', '192.168.220.51']","('10824_134', '192.168.220.51')",357,0.01607648235131713,31.906000000000006,1100,1.7456902171653735e-05,0.006232114075280383,187,,,18
758,10008_75,192.168.210.55,0.3609467455621302,"['10008_75', '192.168.210.55']","('10008_75', '192.168.210.55')",305,0.01100741208451481,36.71400000000003,1237,2.0087529189810556e-05,0.00612669640289222,188,,,18
266,10078_114,192.168.220.51,0.5944055944055944,"['10078_114', '192.168.220.51']","('10078_114', '192.168.220.51')",170,0.06941160191116069,65.40299999999998,902,3.578429676965676e-05,0.00608333045084165,189,,,18
357,13769_28,192.168.210.54,0.5606936416184971,"['13769_28', '192.168.210.54']","('13769_28', '192.168.210.54')",194,0.03048444588001635,57.24100000000001,2189,3.1318577609466286e-05,0.00607580405623646,190,,,19
335,12943_95,192.168.220.51,0.8932926829268293,"['12943_95', '192.168.220.51']","('12943_95', '192.168.220.51')",293,0.037763237445148715,37.75599999999998,419,2.0657644279852002e-05,0.006052689773996637,191,,,19
258,12536_253,192.168.220.51,0.4910394265232975,"['12536_253', '192.168.220.51']","('12536_253', '192.168.220.51')",137,0.04938382572892019,79.819,453,4.367180074090231e-05,0.005983036701503617,192,,,19
132,10286_163,192.168.220.50,1.0,"['10286_163', '192.168.220.50']","('10286_163', '192.168.220.50')",200,0.00964204373642893,52.75000000000001,1871,2.8861392514095605e-05,0.005772278502819121,193,,,19
649,10809_226,192.168.220.51,0.3322475570032573,"['10809_226', '192.168.220.51']","('10809_226', '192.168.220.51')",204,0.045522894385026755,51.59399999999998,746,2.8228903988099486e-05,0.005758696413572295,194,,,19
732,10022_207,192.168.220.51,0.7713178294573644,"['10022_207', '192.168.220.51']","('10022_207', '192.168.220.51')",597,0.0065725073781606426,17.57099999999999,1964,9.613716168060162e-06,0.005739388552331917,195,,,19
456,10484_82,192.168.220.50,0.38571428571428573,"['10484_82', '192.168.220.50']","('10484_82', '192.168.220.50')",162,0.04536539203252166,64.74499999999998,1237,3.542428167440984e-05,0.0057387336312543944,196,,,19
188,14022_8,192.168.220.50,1.0,"['14022_8', '192.168.220.50']","('14022_8', '192.168.220.50')",233,0.019014711769065076,45.00899999999997,2543,2.462601735861475e-05,0.005737862044557237,197,,,19
189,14563_80,192.168.220.51,1.0,"['14563_80', '192.168.220.51']","('14563_80', '192.168.220.51')",234,0.02983465795937709,44.73700000000002,1477,2.447719652896864e-05,0.005727663987778662,198,,,19
377,11922_96,192.168.220.51,1.0,"['11922_96', '192.168.220.51']","('11922_96', '192.168.220.51')",359,0.01965754514630477,28.947000000000013,656,1.583792851384883e-05,0.0056858163364717305,199,,,19
109,10030_164,192.168.210.53,0.7967914438502673,"['10030_164', '192.168.210.53']","('10030_164', '192.168.210.53')",149,0.10075539963392312,69.23399999999998,569,3.78803724989743e-05,0.005644175502347171,200,,,20
604,10045_148,192.168.220.51,0.6784452296819788,"['10045_148', '192.168.220.51']","('10045_148', '192.168.220.51')",384,0.014698448133009563,26.822999999999958,2443,1.4675812917641424e-05,0.005635512160374307,201,,,20
271,13307_252,192.168.220.47,1.0,"['13307_252', '192.168.220.47']","('13307_252', '192.168.220.47')",289,0.02000028537445903,35.54599999999999,1435,1.94484750389771e-05,0.0056206092862643815,202,,,20
793,10926_91,192.168.220.51,0.3420074349442379,"['10926_91', '192.168.220.51']","('10926_91', '192.168.220.51')",368,0.01803237146307799,27.88800000000001,868,1.5258512121954471e-05,0.0056151324608792455,203,,,20
230,10078_113,192.168.220.51,0.688212927756654,"['10078_113', '192.168.220.51']","('10078_113', '192.168.220.51')",181,0.05875967297742157,56.51900000000002,911,3.0923545848420285e-05,0.0055971617985640714,204,,,20
481,10605_249,192.168.220.47,0.4899328859060403,"['10605_249', '192.168.220.47']","('10605_249', '192.168.220.47')",219,0.03293636230588285,46.504,1121,2.5443984786265437e-05,0.005572232668192131,205,,,20
58,13021_186,192.168.220.51,1.0,"['13021_186', '192.168.220.51']","('13021_186', '192.168.220.51')",158,0.028994823179626605,64.346,618,3.520597464856864e-05,0.005562543994473845,206,,,20
644,10012_42,192.168.220.51,0.46787479406919275,"['10012_42', '192.168.220.51']","('10012_42', '192.168.220.51')",284,0.00951642272157024,35.681000000000004,1813,1.9522338318397068e-05,0.005544344082424767,207,,,20
364,10407_81,192.168.220.47,0.8057142857142857,"['10407_81', '192.168.220.47']","('10407_81', '192.168.220.47')",282,0.02466023147407526,35.93100000000001,603,1.9659122169174777e-05,0.005543872451707287,208,,,20
761,10665_130,192.168.220.47,0.3802325581395349,"['10665_130', '192.168.220.47']","('10665_130', '192.168.220.47')",327,0.019909315337272845,30.958,706,1.6938217809504675e-05,0.0055387972237080285,209,,,20
482,11474_6,192.168.220.51,0.31767337807606266,"['11474_6', '192.168.220.51']","('11474_6', '192.168.220.51')",142,0.02701985385393202,70.96700000000004,2354,3.882855815256538e-05,0.005513655257664284,210,,,21
668,10268_35,192.168.220.51,0.2919254658385093,"['10268_35', '192.168.220.51']","('10268_35', '192.168.220.51')",188,0.025199445569412907,53.534,1785,2.9290346670134482e-05,0.005506585173985282,211,,,21
38,13647_12,192.168.220.51,1.0,"['13647_12', '192.168.220.51']","('13647_12', '192.168.220.51')",148,0.06309973716980681,67.64900000000002,957,3.7013162885043675e-05,0.005477948106986464,212,,,21
460,10556_0,192.168.220.47,0.8211764705882353,"['10556_0', '192.168.220.47']","('10556_0', '192.168.220.47')",349,0.019494921482528935,28.530999999999995,720,1.561032018615472e-05,0.005448001744967998,213,,,21
383,13213_228,192.168.220.46,1.0,"['13213_228', '192.168.220.46']","('13213_228', '192.168.220.46')",360,0.00652768982769143,27.388000000000044,11910,1.4984944420399084e-05,0.00539457999134367,214,,,21
583,10127_48,192.168.220.47,0.23217550274223034,"['10127_48', '192.168.220.47']","('10127_48', '192.168.220.47')",127,0.05831049416462802,77.60899999999998,1220,4.2462631500027395e-05,0.005392754200503479,215,,,21
556,11010_171,192.168.210.55,0.2438095238095238,"['11010_171', '192.168.210.55']","('11010_171', '192.168.210.55')",128,0.1336532552083333,76.48300000000002,437,4.1846557036124636e-05,0.0053563593006239535,216,,,21
788,10021_188,192.168.220.51,1.0,"['10021_188', '192.168.220.51']","('10021_188', '192.168.220.51')",1045,0.002960890863522443,9.352999999999994,1394,5.117357425295469e-06,0.005347638509433765,217,,,21
621,10234_110,192.168.220.51,0.3275563258232236,"['10234_110', '192.168.220.51']","('10234_110', '192.168.220.51')",189,0.0862952865096656,50.838999999999984,441,2.7815816758750822e-05,0.005257189367403906,218,,,21
558,11987_158,192.168.220.51,0.36432637571157495,"['11987_158', '192.168.220.51']","('11987_158', '192.168.220.51')",192,0.039948762869075366,48.813,572,2.6707320432048317e-05,0.005127805522953277,219,,,21
801,11083_125,192.168.220.51,0.23857142857142857,"['11083_125', '192.168.220.51']","('11083_125', '192.168.220.51')",334,0.02094955457051264,27.69400000000001,781,1.5152367853750974e-05,0.0050608908631528254,220,,,22
324,11462_178,192.168.220.50,0.75625,"['11462_178', '192.168.220.50']","('11462_178', '192.168.220.50')",242,0.006872758454862465,37.798,2509,2.0680623966782667e-05,0.005004710999961405,221,,,22
560,10246_232,192.168.220.51,0.3440453686200378,"['10246_232', '192.168.220.51']","('10246_232', '192.168.220.51')",182,0.032625733733774934,50.23100000000001,2312,2.748315843365946e-05,0.005001934834926022,222,,,22
387,12504_213,192.168.220.51,0.40331491712707185,"['12504_213', '192.168.220.51']","('12504_213', '192.168.220.51')",146,0.013621101277316652,62.54100000000001,6226,3.421839524595362e-05,0.004995885705909228,223,,,22
297,12055_225,192.168.210.56,1.0,"['12055_225', '192.168.210.56']","('12055_225', '192.168.210.56')",306,0.010141086765449512,29.81300000000001,794,1.6311747772942796e-05,0.004991394818520496,224,,,22
179,14096_221,192.168.210.57,1.0,"['14096_221', '192.168.210.57']","('14096_221', '192.168.210.57')",227,0.008144651809570596,39.534000000000006,1703,2.1630451026583047e-05,0.004910112383034352,225,,,22
284,12246_8,192.168.220.42,0.9797979797979798,"['12246_8', '192.168.220.42']","('12246_8', '192.168.220.42')",291,0.01873352846084804,30.81700000000001,515,1.6861071717666057e-05,0.004906571869840823,226,,,22
608,11894_59,192.168.210.45,0.29525483304042177,"['11894_59', '192.168.210.45']","('11894_59', '192.168.210.45')",168,0.03421314742971781,52.86600000000001,665,2.8924860220856464e-05,0.004859376517103886,227,,,22
546,10347_236,192.168.220.51,0.33849129593810445,"['10347_236', '192.168.220.51']","('10347_236', '192.168.220.51')",175,0.02166108648952787,50.59299999999999,2120,2.7681221449585565e-05,0.004844213753677474,228,,,22
534,11375_200,192.168.220.47,0.5130260521042084,"['11375_200', '192.168.220.47']","('11375_200', '192.168.220.47')",256,0.02353551319557178,34.517999999999994,649,1.888601984457918e-05,0.00483482108021227,229,,,22
166,10030_163,192.168.220.42,0.9004524886877828,"['10030_163', '192.168.220.42']","('10030_163', '192.168.220.42')",199,0.011256899942872467,43.96500000000003,3196,2.4054807997767093e-05,0.004786906791555651,230,,,23
763,10090_80,192.168.220.51,0.25608342989571264,"['10090_80', '192.168.220.51']","('10090_80', '192.168.220.51')",221,0.021319989892932687,39.28799999999999,1283,2.1495855717417776e-05,0.004750584113549328,231,,,23
130,11605_98,192.168.220.51,1.0,"['11605_98', '192.168.220.51']","('11605_98', '192.168.220.51')",199,0.010134642233536892,43.25899999999999,2979,2.3668530403170835e-05,0.0047100375502309964,232,,,23
175,13826_69,192.168.220.43,0.72,"['13826_69', '192.168.220.43']","('13826_69', '192.168.220.43')",162,0.06628736037624927,53.11700000000002,455,2.906219120703728e-05,0.00470807497554004,233,,,23
723,10993_68,192.168.220.47,0.3581081081081081,"['10993_68', '192.168.220.47']","('10993_68', '192.168.220.47')",265,0.0325647033553319,32.38299999999999,508,1.7717885758937585e-05,0.00469523972611846,234,,,23
422,10712_183,192.168.220.42,0.676923076923077,"['10712_183', '192.168.220.42']","('10712_183', '192.168.220.42')",264,0.0086059652248817,32.48699999999998,1599,1.7774787840861105e-05,0.004692543989987332,235,,,23
217,13612_216,192.168.220.51,0.9282868525896414,"['13612_216', '192.168.220.51']","('13612_216', '192.168.220.51')",233,0.046652353547739826,36.70599999999997,516,2.0083152106585635e-05,0.004679374440834453,236,,,23
222,11772_235,192.168.220.51,0.7734375,"['11772_235', '192.168.220.51']","('11772_235', '192.168.220.51')",198,0.022595497409194823,43.184,2984,2.3627495247937525e-05,0.00467824405909163,237,,,23
261,10808_52,192.168.210.54,0.5265017667844523,"['10808_52', '192.168.210.54']","('10808_52', '192.168.210.54')",149,0.08419630436677415,57.028,588,3.120203776860368e-05,0.004649103627521948,238,,,23
490,10872_69,192.168.220.46,0.4690265486725664,"['10872_69', '192.168.220.46']","('10872_69', '192.168.220.46')",212,0.02781028617878301,39.711999999999996,673,2.1727841128336768e-05,0.0046063023192073945,239,,,23
243,10244_145,192.168.210.53,1.0,"['10244_145', '192.168.210.53']","('10244_145', '192.168.210.53')",268,0.03494995557924663,31.381999999999994,446,1.717020322042366e-05,0.004601614463073541,240,,,24
715,10357_22,192.168.220.51,0.24209078404401652,"['10357_22', '192.168.220.51']","('10357_22', '192.168.220.51')",176,0.04125109746629633,47.64199999999999,829,2.606662487500554e-05,0.004587725978000975,241,,,24
550,11471_65,192.168.210.53,0.33653846153846156,"['11471_65', '192.168.210.53']","('11471_65', '192.168.210.53')",175,0.04610024242424242,47.587,414,2.603653242783446e-05,0.004556393174871031,242,,,24
717,10706_32,192.168.220.51,0.2779291553133515,"['10706_32', '192.168.220.51']","('10706_32', '192.168.220.51')",204,0.02907348150215796,40.714000000000006,1491,2.227607080225381e-05,0.004544318443659778,243,,,24
639,10977_163,192.168.220.47,0.5614617940199336,"['10977_163', '192.168.220.47']","('10977_163', '192.168.220.47')",338,0.01817788101116503,24.483000000000004,652,1.3395516074362138e-05,0.004527684433134403,244,,,24
720,10695_26,192.168.220.51,0.24151967435549526,"['10695_26', '192.168.220.51']","('10695_26', '192.168.220.51')",178,0.05025363425588145,46.426999999999985,640,2.54018553602259e-05,0.00452153025412021,245,,,24
32,14026_241,192.168.210.47,1.0,"['14026_241', '192.168.210.47']","('14026_241', '192.168.210.47')",143,0.05310861113125832,57.716,518,3.157846692594392e-05,0.004515720770409981,246,,,24
457,12560_54,192.168.220.47,0.5437352245862884,"['12560_54', '192.168.220.47']","('12560_54', '192.168.220.47')",230,0.031169102358993655,35.729000000000006,585,1.9548600817746388e-05,0.004496178188081669,247,,,24
182,11420_114,192.168.220.47,0.8658008658008658,"['11420_114', '192.168.220.47']","('11420_114', '192.168.220.47')",200,0.10265249999999998,41.06099999999999,241,2.246592678713326e-05,0.004493185357426652,248,,,24
418,11327_51,192.168.220.51,0.4639175257731959,"['11327_51', '192.168.220.51']","('11327_51', '192.168.220.51')",180,0.05652284188034189,45.55200000000001,591,2.4923111882503948e-05,0.004486160138850711,249,,,24
416,10083_138,192.168.220.47,0.3917525773195876,"['10083_138', '192.168.220.47']","('10083_138', '192.168.220.47')",152,0.022326162178305447,53.28800000000002,1754,2.9155751360969232e-05,0.004431674206867324,250,,,25
209,12924_178,192.168.220.42,0.6666666666666666,"['12924_178', '192.168.220.42']","('12924_178', '192.168.220.42')",166,0.026448362579631114,48.784000000000006,3558,2.6691453505358106e-05,0.004430781281889446,251,,,25
582,10449_62,192.168.220.51,0.304029304029304,"['10449_62', '192.168.220.51']","('10449_62', '192.168.220.51')",166,0.03898977771873766,48.42700000000002,1034,2.649612616644755e-05,0.004398356943630294,252,,,25
36,11396_48,192.168.210.47,0.9726027397260274,"['11396_48', '192.168.210.47']","('11396_48', '192.168.210.47')",142,0.032911951902798366,55.849999999999994,2153,3.055751226373914e-05,0.004339166741450957,253,,,25
210,13454_193,192.168.220.47,0.9437751004016064,"['13454_193', '192.168.220.47']","('13454_193', '192.168.220.47')",235,0.020929599053850174,33.686,1767,1.8430803189190987e-05,0.004331238749459882,254,,,25
748,10743_191,192.168.220.47,0.25485436893203883,"['10743_191', '192.168.220.47']","('10743_191', '192.168.220.47')",210,0.03172974257224258,37.50499999999999,586,2.0520313293671188e-05,0.00430926579167095,255,,,25
338,11967_252,192.168.220.47,1.0,"['11967_252', '192.168.220.47']","('11967_252', '192.168.220.47')",330,0.003511434901464046,23.860000000000003,1431,1.3054650718224099e-05,0.004308034737013952,256,,,25
484,10481_46,192.168.210.55,0.41517857142857145,"['10481_46', '192.168.210.55']","('10481_46', '192.168.210.55')",186,0.05566115328816941,41.92800000000001,545,2.2940293181630348e-05,0.004266894531783244,257,,,25
565,10909_205,192.168.220.47,0.4446529080675422,"['10909_205', '192.168.220.47']","('10909_205', '192.168.220.47')",237,0.034145079545396,32.790000000000006,558,1.7940569868003695e-05,0.004251915058716875,258,,,25
776,10747_96,192.168.210.47,0.2073170731707317,"['10747_96', '192.168.210.47']","('10747_96', '192.168.210.47')",187,0.0568831869111281,41.431,341,2.2668366886284263e-05,0.004238984607735157,259,,,25
607,10712_189,192.168.220.47,0.44639718804920914,"['10712_189', '192.168.220.47']","('10712_189', '192.168.220.47')",254,0.0234624859392576,30.236999999999988,1135,1.654373318386177e-05,0.00420210822870089,260,,,26
777,10201_11,192.168.220.51,0.22934782608695653,"['10201_11', '192.168.220.51']","('10201_11', '192.168.220.51')",211,0.015043956709275906,35.97599999999998,1280,1.9683743262314747e-05,0.004153269828348412,261,,,26
279,13016_166,192.168.220.50,1.0,"['13016_166', '192.168.220.50']","('13016_166', '192.168.220.50')",294,0.023440504535147406,25.45400000000002,637,1.3926784550782749e-05,0.004094474657930128,262,,,26
771,10064_59,192.168.220.51,0.32102908277404923,"['10064_59', '192.168.220.51']","('10064_59', '192.168.220.51')",287,0.01823552378709173,25.955000000000002,910,1.4200899387741258e-05,0.004075658124281741,263,,,26
52,11609_24,192.168.220.51,1.0,"['11609_24', '192.168.220.51']","('11609_24', '192.168.220.51')",156,0.0061826812646540935,47.63,1025,2.6060059250168222e-05,0.0040653692430262425,264,,,26
687,10451_94,192.168.220.47,0.22189781021897811,"['10451_94', '192.168.220.47']","('10451_94', '192.168.220.47')",152,0.046905387570464675,48.18599999999998,741,2.6364266534297824e-05,0.0040073685132132695,265,,,26
63,13967_220,192.168.220.48,1.0,"['13967_220', '192.168.220.48']","('13967_220', '192.168.220.48')",162,0.046912521823169955,45.17999999999999,624,2.4719577512546714e-05,0.004004571557032568,266,,,26
123,12435_228,192.168.210.53,1.0,"['12435_228', '192.168.210.53']","('12435_228', '192.168.210.53')",194,0.06685678694158077,37.50999999999999,389,2.0523048970686745e-05,0.003981471500313229,267,,,26
354,10842_37,192.168.220.47,0.3953488372093023,"['10842_37', '192.168.220.47']","('10842_37', '192.168.220.47')",136,0.060706133286647986,53.29900000000001,386,2.9161769850403445e-05,0.003966000699654869,268,,,26
