,0
"('10626_228',)",660
"('10626_228', '192.168.220.47')",168
"('10613_13',)",662
"('10613_13', '192.168.220.51')",134
"('11506_12', '192.168.220.43')",162
"('11506_12', '192.168.220.50')",210
"('11506_12', '192.168.220.45')",221
"('11400_5', '192.168.210.48')",130
"('11400_5', '192.168.210.47')",134
"('11400_5', '192.168.220.47')",268
"('10793_3',)",666
"('10793_3', '192.168.220.47')",173
"('10457_15', '192.168.220.49')",161
"('10457_15', '192.168.220.51')",333
"('11355_26',)",667
"('10045_52', '192.168.220.43')",118
"('10045_52', '192.168.220.47')",156
"('10071_66', '192.168.210.55')",186
"('10071_66', '192.168.220.47')",213
"('10432_99', '192.168.220.47')",136
"('10432_99', '192.168.210.45')",176
"('10893_122',)",674
"('10893_122', '192.168.220.51')",168
"('11143_36', '192.168.220.50')",117
"('11143_36', '192.168.220.47')",185
"('11143_36', '192.168.220.51')",264
"('10055_100',)",678
"('10055_100', '192.168.220.47')",239
"('10345_183',)",680
"('10345_183', '192.168.220.47')",194
"('10926_91',)",680
"('10926_91', '192.168.220.51')",143
"('10099_99',)",680
"('10099_99', '192.168.210.54')",135
"('10936_15',)",681
"('10936_15', '192.168.220.51')",188
"('10766_69', '192.168.220.43')",132
"('10766_69', '192.168.220.49')",154
"('10766_69', '192.168.220.51')",236
"('10747_97',)",682
"('11157_210',)",682
"('11157_210', '192.168.220.47')",161
"('10821_150', '192.168.220.47')",161
"('10821_150', '192.168.220.51')",252
"('11447_68', '192.168.210.54')",133
"('11447_68', '192.168.220.48')",295
"('10474_183',)",690
"('10474_183', '192.168.220.51')",140
"('10057_250',)",692
"('10057_250', '192.168.220.47')",219
"('10272_11',)",692
"('10272_11', '192.168.210.50')",614
"('11568_140',)",693
"('11568_140', '192.168.220.51')",150
"('12383_200',)",693
"('12383_200', '192.168.220.51')",185
"('11168_167',)",694
"('11168_167', '192.168.220.47')",129
"('10201_11',)",696
"('10201_11', '192.168.220.51')",144
"('10695_26',)",697
"('10695_26', '192.168.220.51')",178
"('11502_23', '192.168.210.47')",131
"('11502_23', '192.168.210.48')",367
"('10775_7',)",698
"('10775_7', '192.168.220.51')",122
"('10945_168',)",698
"('10945_168', '192.168.220.51')",216
"('11318_230',)",699
"('11318_230', '192.168.220.47')",254
"('10163_152', '192.168.220.42')",130
"('10163_152', '192.168.220.46')",145
"('10163_152', '192.168.220.47')",305
"('10088_70',)",701
"('10354_133',)",704
"('10354_133', '192.168.220.51')",232
"('11354_213', '192.168.220.43')",137
"('11354_213', '192.168.220.47')",226
"('11502_42', '192.168.210.53')",132
"('11502_42', '192.168.210.45')",177
"('10904_23', '192.168.210.47')",126
"('10904_23', '192.168.220.47')",254
"('10417_169', '192.168.220.45')",127
"('10417_169', '192.168.220.51')",180
"('10585_4', '192.168.220.50')",149
"('10585_4', '192.168.220.51')",159
"('10585_4', '192.168.210.54')",184
"('11890_224', '192.168.210.55')",139
"('11890_224', '192.168.220.51')",178
"('11890_224', '192.168.220.47')",306
"('13035_162',)",708
"('13035_162', '192.168.220.51')",689
"('10532_159',)",709
"('10532_159', '192.168.220.51')",168
"('12172_121', '192.168.220.42')",146
"('12172_121', '192.168.220.51')",218
"('10968_247', '192.168.220.47')",124
"('10968_247', '192.168.220.51')",179
"('10970_254', '192.168.210.53')",176
"('10970_254', '192.168.220.47')",210
"('10970_254', '192.168.220.42')",286
"('12769_35', '192.168.220.42')",150
"('12769_35', '192.168.220.45')",172
"('12769_35', '192.168.220.51')",281
"('10330_54',)",717
"('10330_54', '192.168.220.51')",236
"('10974_160',)",717
"('10974_160', '192.168.220.48')",170
"('10064_59',)",718
"('10064_59', '192.168.220.51')",206
"('10204_68', '192.168.220.47')",122
"('10204_68', '192.168.220.45')",143
"('10204_68', '192.168.220.51')",206
"('11503_18', '192.168.210.53')",128
"('11503_18', '192.168.210.45')",188
"('11503_18', '192.168.220.47')",233
"('10811_3', '192.168.220.47')",223
"('10811_3', '192.168.220.51')",320
"('10454_63',)",721
"('10454_63', '192.168.220.51')",213
"('10045_150', '192.168.220.51')",134
"('10045_150', '192.168.220.47')",134
"('10187_143',)",722
"('10187_143', '192.168.220.51')",348
"('10057_10', '192.168.210.56')",138
"('10057_10', '192.168.220.42')",179
"('10057_10', '192.168.220.50')",305
"('10490_204',)",725
"('10490_204', '192.168.220.47')",128
"('10763_20', '192.168.210.53')",141
"('10763_20', '192.168.220.51')",185
"('12354_70', '192.168.220.49')",176
"('12354_70', '192.168.220.47')",428
"('10577_4', '192.168.210.45')",158
"('10577_4', '192.168.220.47')",230
"('11084_2', '192.168.210.47')",117
"('11084_2', '192.168.220.47')",128
"('11530_20', '192.168.220.51')",191
"('11530_20', '192.168.220.48')",222
"('10503_50', '192.168.220.47')",193
"('10503_50', '192.168.220.45')",287
"('10324_34', '192.168.220.47')",202
"('10324_34', '192.168.220.48')",216
"('12049_124', '192.168.220.50')",229
"('12049_124', '192.168.220.51')",280
"('10749_198',)",732
"('10749_198', '192.168.220.51')",154
"('10398_200',)",733
"('10398_200', '192.168.220.51')",156
"('10123_21', '192.168.220.50')",138
"('10123_21', '192.168.220.51')",584
"('10430_197', '192.168.210.48')",150
"('10430_197', '192.168.220.47')",295
"('10104_93', '192.168.220.43')",121
"('10104_93', '192.168.220.47')",198
"('10915_223', '192.168.220.49')",205
"('10915_223', '192.168.220.51')",274
"('10085_51', '192.168.210.46')",117
"('10085_51', '192.168.220.48')",118
"('10085_51', '192.168.220.50')",122
"('10085_51', '192.168.220.51')",131
"('10045_50', '192.168.220.48')",164
"('10045_50', '192.168.220.47')",182
"('10689_102', '192.168.210.52')",142
"('10689_102', '192.168.220.51')",199
"('10042_70', '192.168.220.43')",122
"('10042_70', '192.168.220.51')",158
"('10303_251',)",744
"('10303_251', '192.168.220.47')",211
"('10045_175',)",744
"('10045_175', '192.168.220.47')",198
"('10432_100', '192.168.220.51')",126
"('10432_100', '192.168.220.47')",420
"('10055_99', '192.168.220.51')",119
"('10055_99', '192.168.220.47')",121
"('10546_241', '192.168.210.45')",173
"('10546_241', '192.168.220.47')",273
"('10198_172', '192.168.220.51')",126
"('10198_172', '192.168.220.47')",367
"('10109_103', '192.168.220.42')",124
"('10109_103', '192.168.220.47')",172
"('10763_21',)",750
"('10763_21', '192.168.220.50')",254
"('10099_73', '192.168.220.46')",148
"('10099_73', '192.168.220.47')",300
"('10543_112', '192.168.210.54')",186
"('10543_112', '192.168.220.47')",249
"('11130_49', '192.168.220.45')",148
"('11130_49', '192.168.220.51')",346
"('10045_103', '192.168.220.46')",142
"('10045_103', '192.168.220.47')",186
"('10045_103', '192.168.220.51')",246
"('10185_219', '192.168.210.54')",130
"('10185_219', '192.168.220.51')",140
"('10185_219', '192.168.220.45')",168
"('11489_139', '192.168.220.50')",131
"('11489_139', '192.168.220.49')",150
"('11489_139', '192.168.220.51')",433
"('10465_29',)",755
"('10465_29', '192.168.220.47')",180
"('10117_64',)",757
"('10117_64', '192.168.220.51')",273
"('10110_9',)",758
"('10110_9', '192.168.220.51')",184
"('10297_50', '192.168.220.43')",131
"('10297_50', '192.168.220.48')",175
"('10090_80',)",759
"('10090_80', '192.168.220.51')",213
"('13923_70', '192.168.210.52')",367
"('13923_70', '192.168.210.54')",376
"('11129_125', '192.168.210.56')",134
"('11129_125', '192.168.220.51')",148
"('11129_125', '192.168.220.50')",150
"('11129_125', '192.168.220.42')",182
"('10092_4', '192.168.220.42')",168
"('10092_4', '192.168.220.47')",187
"('10814_123', '192.168.220.47')",123
"('10814_123', '192.168.210.53')",126
"('10814_123', '192.168.210.46')",204
"('10814_123', '192.168.220.51')",218
"('11705_176', '192.168.220.48')",127
"('11705_176', '192.168.220.45')",168
"('11705_176', '192.168.220.50')",204
"('10520_132',)",764
"('10520_132', '192.168.220.51')",166
"('11975_64',)",764
"('11975_64', '192.168.220.51')",316
"('10072_235',)",765
"('10072_235', '192.168.220.51')",147
"('10564_112',)",765
"('10564_112', '192.168.220.47')",208
"('13223_140', '192.168.220.48')",118
"('13223_140', '192.168.220.50')",244
"('13223_140', '192.168.210.46')",405
"('10058_140', '192.168.220.47')",173
"('10058_140', '192.168.210.57')",274
"('10504_158', '192.168.220.42')",132
"('10504_158', '192.168.220.51')",322
"('10165_233', '192.168.220.42')",138
"('10165_233', '192.168.220.46')",190
"('10165_233', '192.168.220.47')",254
"('10618_2',)",774
"('10618_2', '192.168.220.47')",204
"('11010_234', '192.168.210.55')",164
"('11010_234', '192.168.220.47')",214
"('11333_239', '192.168.220.50')",128
"('11333_239', '192.168.220.51')",147
"('12204_155',)",776
"('12204_155', '192.168.210.57')",226
"('10545_2',)",777
"('10545_2', '192.168.220.47')",434
"('10655_102',)",778
"('10914_184', '192.168.220.50')",212
"('10914_184', '192.168.220.51')",225
"('10087_237',)",779
"('10087_237', '192.168.220.47')",192
"('10351_140', '192.168.210.45')",132
"('10351_140', '192.168.220.47')",216
"('10766_102', '192.168.220.47')",122
"('10766_102', '192.168.220.51')",131
"('10766_102', '192.168.220.48')",132
"('10123_41',)",782
"('10123_41', '192.168.220.51')",716
"('10270_225', '192.168.220.50')",121
"('10270_225', '192.168.220.45')",123
"('10270_225', '192.168.220.47')",217
"('10057_129', '192.168.220.42')",165
"('10057_129', '192.168.220.47')",440
"('10879_140',)",789
"('10879_140', '192.168.210.57')",410
"('10111_133', '192.168.220.42')",165
"('10111_133', '192.168.220.51')",170
"('10432_97',)",792
"('10432_97', '192.168.220.50')",220
"('10141_124', '192.168.210.53')",118
"('10141_124', '192.168.210.49')",464
"('10700_254',)",794
"('10700_254', '192.168.220.51')",282
"('12191_174',)",794
"('12191_174', '192.168.220.47')",284
"('10055_98',)",795
"('10055_98', '192.168.220.51')",187
"('10045_216', '192.168.220.51')",242
"('10045_216', '192.168.220.47')",318
"('10537_252',)",800
"('10537_252', '192.168.220.51')",208
"('10010_50', '192.168.210.57')",151
"('10010_50', '192.168.210.53')",159
"('10010_50', '192.168.210.52')",244
"('10010_50', '192.168.210.54')",247
"('10210_235', '192.168.220.47')",150
"('10210_235', '192.168.220.51')",189
"('10120_207',)",803
"('10120_207', '192.168.220.51')",161
"('10045_194', '192.168.220.47')",146
"('10045_194', '192.168.220.42')",148
"('10045_194', '192.168.220.51')",210
"('11159_133',)",810
"('11159_133', '192.168.220.51')",228
"('12188_22', '192.168.210.48')",151
"('12188_22', '192.168.220.47')",316
"('10549_131', '192.168.210.45')",235
"('10549_131', '192.168.220.47')",383
"('10545_49', '192.168.210.49')",185
"('10545_49', '192.168.210.48')",270
"('10377_242', '192.168.220.47')",118
"('10377_242', '192.168.220.51')",270
"('11193_60',)",814
"('11193_60', '192.168.220.47')",194
"('10120_206',)",815
"('10120_206', '192.168.220.51')",167
"('11723_2', '192.168.220.51')",136
"('11723_2', '192.168.220.50')",183
"('11723_2', '192.168.220.45')",250
"('10666_132', '192.168.220.51')",126
"('10666_132', '192.168.220.47')",276
"('10008_8',)",816
"('10008_8', '192.168.220.51')",331
"('10348_207',)",816
"('10348_207', '192.168.220.47')",197
"('10515_89', '192.168.210.45')",157
"('10515_89', '192.168.220.47')",300
"('10709_46', '192.168.220.50')",138
"('10709_46', '192.168.220.51')",196
"('11262_58', '192.168.210.54')",168
"('11262_58', '192.168.220.51')",237
"('10432_101', '192.168.220.42')",118
"('10432_101', '192.168.220.47')",123
"('10432_101', '192.168.220.51')",124
"('11614_25', '192.168.210.53')",132
"('11614_25', '192.168.220.51')",241
"('10944_154', '192.168.220.45')",126
"('10944_154', '192.168.210.53')",145
"('10944_154', '192.168.220.51')",244
"('12193_17',)",823
"('12193_17', '192.168.220.47')",333
"('10107_246', '192.168.220.42')",125
"('10107_246', '192.168.220.49')",142
"('10107_246', '192.168.210.52')",312
"('11563_242', '192.168.210.52')",184
"('11563_242', '192.168.220.50')",205
"('11563_242', '192.168.220.45')",207
"('10914_183', '192.168.220.47')",166
"('10914_183', '192.168.220.48')",178
"('10914_183', '192.168.210.46')",220
"('14184_244',)",835
"('14184_244', '192.168.220.51')",835
"('10315_92', '192.168.220.50')",118
"('10315_92', '192.168.220.47')",131
"('10272_166',)",839
"('10272_166', '192.168.220.51')",130
"('192.168.210.52', '255.255.255.255')",130
"('192.168.210.54', '255.255.255.255')",140
"('192.168.210.53', '255.255.255.255')",149
"('192.168.210.57', '255.255.255.255')",152
"('10378_100', '192.168.220.47')",144
"('10378_100', '192.168.220.51')",244
"('10045_99', '192.168.220.43')",140
"('10045_99', '192.168.220.51')",266
"('10085_226', '192.168.210.46')",165
"('10085_226', '192.168.210.54')",216
"('10085_226', '192.168.220.48')",223
"('10112_172', '192.168.220.42')",132
"('10112_172', '192.168.220.46')",192
"('10112_172', '192.168.220.47')",456
"('13184_115',)",843
"('13184_115', '192.168.210.49')",843
"('10256_86',)",845
"('10256_86', '192.168.220.51')",205
"('10008_75',)",845
"('10008_75', '192.168.210.55')",305
"('11103_3', '192.168.210.49')",158
"('11103_3', '192.168.220.47')",194
"('10045_83',)",845
"('10045_83', '192.168.220.51')",182
"('10474_182', '192.168.220.45')",252
"('10474_182', '192.168.220.51')",282
"('11288_44', '192.168.220.47')",252
"('11288_44', '192.168.220.51')",260
"('10099_104',)",848
"('10099_104', '192.168.220.50')",251
"('10226_169', '192.168.220.47')",158
"('10226_169', '192.168.220.51')",192
"('10272_124', '192.168.210.55')",265
"('10272_124', '192.168.220.47')",584
"('11895_232', '192.168.220.47')",119
"('11895_232', '192.168.210.47')",136
"('11895_232', '192.168.210.45')",370
"('10767_79', '192.168.220.48')",146
"('10767_79', '192.168.220.51')",265
"('10794_22', '192.168.220.47')",148
"('10794_22', '192.168.220.51')",284
"('10185_208', '192.168.220.42')",144
"('10185_208', '192.168.220.51')",188
"('10185_208', '192.168.220.50')",320
"('10538_210', '192.168.210.52')",145
"('10538_210', '192.168.210.53')",177
"('10538_210', '192.168.220.51')",205
"('10538_210', '192.168.220.45')",241
"('10816_192', '192.168.220.47')",120
"('10816_192', '192.168.220.43')",153
"('10816_192', '192.168.220.48')",170
"('10986_57',)",860
"('10986_57', '192.168.220.47')",123
"('11626_31', '192.168.210.57')",147
"('11626_31', '192.168.210.48')",199
"('11626_31', '192.168.220.47')",221
"('10634_27', '192.168.220.51')",178
"('10634_27', '192.168.220.47')",312
"('10134_175', '192.168.210.52')",190
"('10134_175', '192.168.220.47')",278
"('10462_129', '192.168.220.48')",192
"('10462_129', '192.168.220.51')",234
"('10149_172',)",869
"('10149_172', '192.168.220.51')",294
"('11661_4',)",869
"('11661_4', '192.168.220.51')",625
"('10543_121', '192.168.210.47')",151
"('10543_121', '192.168.210.54')",251
"('10543_121', '192.168.210.45')",283
"('10123_37',)",872
"('10123_37', '192.168.220.51')",798
"('10666_243', '192.168.220.51')",136
"('10666_243', '192.168.210.52')",163
"('10035_19', '192.168.210.54')",176
"('10035_19', '192.168.220.47')",394
"('11502_41', '192.168.210.53')",128
"('11502_41', '192.168.210.47')",190
"('11502_41', '192.168.210.48')",449
"('10101_25', '192.168.220.47')",158
"('10101_25', '192.168.220.51')",184
"('10739_11',)",884
"('10739_11', '192.168.220.47')",132
"('10804_167',)",885
"('10804_167', '192.168.220.51')",174
"('10102_40', '192.168.220.42')",161
"('10102_40', '192.168.220.47')",195
"('13866_193', '192.168.220.49')",179
"('13866_193', '192.168.220.51')",285
"('12162_133', '192.168.220.45')",152
"('12162_133', '192.168.220.42')",180
"('12162_133', '192.168.220.51')",201
"('10530_50', '192.168.220.47')",136
"('10530_50', '192.168.220.51')",176
"('10149_166', '192.168.220.47')",125
"('10149_166', '192.168.220.51')",386
"('11902_112', '192.168.210.47')",154
"('11902_112', '192.168.210.53')",216
"('11902_112', '192.168.220.47')",227
"('11144_212',)",891
"('11144_212', '192.168.220.51')",276
"('11519_194', '192.168.220.45')",165
"('11519_194', '192.168.220.47')",175
"('11519_194', '192.168.220.51')",197
"('11519_194', '192.168.220.50')",210
"('10176_57', '192.168.220.46')",236
"('10176_57', '192.168.220.47')",274
"('10008_19', '192.168.220.47')",196
"('10008_19', '192.168.220.48')",256
"('10008_19', '192.168.220.51')",297
"('10088_241',)",894
"('10088_241', '192.168.220.51')",229
"('10045_172', '192.168.210.55')",126
"('10045_172', '192.168.220.47')",150
"('11972_220', '192.168.220.47')",133
"('11972_220', '192.168.210.52')",296
"('10528_236', '192.168.220.47')",120
"('10528_236', '192.168.220.51')",246
"('12278_96', '192.168.210.45')",120
"('12278_96', '192.168.220.45')",125
"('12278_96', '192.168.220.50')",153
"('12278_96', '192.168.220.49')",255
"('11503_19', '192.168.210.47')",179
"('11503_19', '192.168.210.48')",618
"('10380_7',)",905
"('10380_7', '192.168.220.51')",290
"('10375_162', '192.168.220.47')",132
"('10375_162', '192.168.220.51')",334
"('10045_108', '192.168.220.49')",134
"('10045_108', '192.168.220.42')",134
"('10045_108', '192.168.220.46')",152
"('10045_108', '192.168.220.51')",182
"('10045_108', '192.168.210.55')",194
"('10045_138', '192.168.220.51')",150
"('10045_138', '192.168.220.45')",182
"('10045_138', '192.168.220.47')",226
"('10384_144', '192.168.210.57')",138
"('10384_144', '192.168.220.47')",168
"('10384_144', '192.168.220.51')",200
"('10093_235', '192.168.220.50')",121
"('10093_235', '192.168.210.52')",128
"('10093_235', '192.168.210.54')",167
"('10088_218', '192.168.220.50')",120
"('10088_218', '192.168.220.51')",166
"('10045_48', '192.168.220.47')",130
"('10045_48', '192.168.210.53')",142
"('10045_48', '192.168.210.54')",149
"('10045_48', '192.168.210.45')",154
"('10101_26',)",919
"('10101_26', '192.168.220.51')",118
"('10103_72', '192.168.220.47')",133
"('10103_72', '192.168.220.51')",171
"('10952_78',)",924
"('10952_78', '192.168.220.43')",480
"('11256_2', '192.168.210.45')",158
"('11256_2', '192.168.220.51')",160
"('11256_2', '192.168.220.45')",164
"('11256_2', '192.168.220.50')",164
"('11256_2', '192.168.220.43')",164
"('11280_37', '192.168.220.50')",132
"('11280_37', '192.168.220.48')",171
"('11280_37', '192.168.210.55')",304
"('10045_201', '192.168.220.51')",172
"('10045_201', '192.168.220.47')",180
"('10543_122', '192.168.210.47')",122
"('10543_122', '192.168.210.54')",151
"('10543_122', '192.168.220.47')",158
"('10543_122', '192.168.220.43')",242
"('11065_77', '192.168.220.45')",120
"('11065_77', '192.168.210.52')",124
"('11065_77', '192.168.220.47')",129
"('11065_77', '192.168.220.51')",164
"('11349_41', '192.168.210.50')",174
"('11349_41', '192.168.220.51')",281
"('10055_117', '192.168.220.47')",135
"('10055_117', '192.168.220.51')",164
"('10166_36', '192.168.220.42')",152
"('10166_36', '192.168.220.47')",472
"('10461_18',)",946
"('10461_18', '192.168.220.51')",206
"('10067_93', '192.168.220.48')",136
"('10067_93', '192.168.220.43')",143
"('10067_93', '192.168.220.45')",162
"('10067_93', '192.168.220.50')",162
"('10067_93', '192.168.220.51')",168
"('10067_93', '192.168.210.45')",175
"('10012_19', '192.168.210.49')",164
"('10012_19', '192.168.220.47')",194
"('10012_19', '192.168.210.53')",243
"('10807_108', '192.168.220.51')",138
"('10807_108', '192.168.220.42')",140
"('11135_87', '192.168.220.51')",179
"('11135_87', '192.168.220.50')",403
"('11930_162', '192.168.220.50')",144
"('11930_162', '192.168.210.52')",208
"('11930_162', '192.168.220.47')",220
"('10474_185', '192.168.220.48')",128
"('10474_185', '192.168.220.43')",132
"('10474_185', '192.168.220.51')",148
"('10474_185', '192.168.220.50')",288
"('10021_68', '192.168.220.51')",118
"('10021_68', '192.168.210.47')",132
"('10021_68', '192.168.210.55')",169
"('10021_68', '192.168.220.47')",212
"('11717_73',)",954
"('11717_73', '192.168.210.54')",831
"('11930_163', '192.168.220.47')",186
"('11930_163', '192.168.220.51')",733
"('10016_133', '192.168.220.47')",118
"('10016_133', '192.168.210.54')",130
"('10016_133', '192.168.210.53')",187
"('10016_133', '192.168.220.51')",482
"('10099_91', '192.168.210.47')",124
"('10099_91', '192.168.220.50')",202
"('10099_91', '192.168.220.47')",245
"('10772_92', '192.168.220.47')",125
"('10772_92', '192.168.220.51')",413
"('12486_238',)",959
"('12486_238', '192.168.210.52')",959
"('10185_226', '192.168.220.51')",118
"('10185_226', '192.168.220.46')",120
"('10185_226', '192.168.210.57')",140
"('10185_226', '192.168.210.52')",320
"('11903_171', '192.168.210.47')",170
"('11903_171', '192.168.220.47')",278
"('11124_197', '192.168.220.50')",163
"('11124_197', '192.168.220.51')",229
"('11124_197', '192.168.210.55')",455
"('10930_77', '192.168.220.45')",143
"('10930_77', '192.168.220.42')",189
"('10930_77', '192.168.220.51')",224
"('10930_77', '192.168.220.48')",239
"('10706_43', '192.168.220.47')",150
"('10706_43', '192.168.220.51')",245
"('10660_72', '192.168.210.52')",385
"('10660_72', '192.168.210.57')",416
"('11011_108', '192.168.220.47')",124
"('11011_108', '192.168.210.46')",130
"('11011_108', '192.168.210.47')",158
"('11011_108', '192.168.210.55')",296
"('10388_5', '192.168.210.57')",124
"('10388_5', '192.168.220.47')",178
"('10388_5', '192.168.220.51')",234
"('10815_137', '192.168.220.47')",166
"('10815_137', '192.168.220.51')",229
"('10520_128', '192.168.220.45')",134
"('10520_128', '192.168.220.51')",289
"('10387_73', '192.168.210.57')",140
"('10387_73', '192.168.220.47')",166
"('10387_73', '192.168.220.51')",220
"('10045_59', '192.168.220.51')",184
"('10045_59', '192.168.220.47')",185
"('11975_59', '192.168.220.47')",150
"('11975_59', '192.168.220.51')",478
"('11344_19',)",986
"('11344_19', '192.168.220.51')",189
"('10805_100', '192.168.220.47')",128
"('10805_100', '192.168.220.48')",128
"('10805_100', '192.168.220.51')",162
"('11967_254', '192.168.220.45')",164
"('11967_254', '192.168.210.55')",178
"('11967_254', '192.168.210.54')",228
"('11967_254', '192.168.210.47')",230
"('10405_209', '192.168.220.45')",124
"('10405_209', '192.168.220.47')",132
"('10055_102',)",997
"('10055_102', '192.168.220.47')",277
"('11739_82',)",997
"('11739_82', '192.168.210.54')",819
"('13251_214', '192.168.220.43')",136
"('13251_214', '192.168.220.51')",251
"('13251_214', '192.168.220.47')",346
"('11387_179', '192.168.220.50')",169
"('11387_179', '192.168.220.48')",305
"('11387_179', '192.168.220.47')",461
"('11537_183', '192.168.220.47')",162
"('11537_183', '192.168.210.52')",176
"('11537_183', '192.168.220.51')",213
"('10712_184', '192.168.210.55')",244
"('10712_184', '192.168.220.47')",607
"('10055_109', '192.168.220.51')",150
"('10055_109', '192.168.220.47')",179
"('10055_115',)",1011
"('10055_115', '192.168.220.47')",195
"('10348_208', '192.168.220.51')",132
"('10348_208', '192.168.220.47')",150
"('10348_208', '192.168.210.54')",160
"('11299_123', '192.168.220.50')",141
"('11299_123', '192.168.220.47')",142
"('11299_123', '192.168.220.51')",162
"('11964_143',)",1018
"('11964_143', '192.168.220.51')",409
"('10799_147', '192.168.220.48')",294
"('10799_147', '192.168.220.51')",551
"('10661_51', '192.168.210.52')",212
"('10661_51', '192.168.220.47')",226
"('10661_51', '192.168.210.57')",300
"('11470_13', '192.168.220.45')",138
"('11470_13', '192.168.220.47')",184
"('11470_13', '192.168.220.42')",272
"('10090_78',)",1034
"('10090_78', '192.168.220.47')",206
"('10769_14', '192.168.220.51')",162
"('10769_14', '192.168.220.47')",180
"('10586_6', '192.168.220.45')",135
"('10586_6', '192.168.220.51')",197
"('10045_245', '192.168.220.51')",180
"('10045_245', '192.168.210.47')",210
"('10045_245', '192.168.220.47')",226
"('10275_2', '192.168.210.47')",192
"('10275_2', '192.168.220.51')",378
"('10275_2', '192.168.220.47')",418
"('10155_24', '192.168.220.51')",128
"('10155_24', '192.168.220.47')",202
"('10582_99', '192.168.220.47')",168
"('10582_99', '192.168.220.51')",262
"('11914_11', '192.168.210.57')",117
"('11914_11', '192.168.210.47')",146
"('11914_11', '192.168.210.53')",152
"('11914_11', '192.168.220.47')",290
"('11083_125',)",1050
"('11083_125', '192.168.220.51')",201
"('10292_66', '192.168.220.47')",118
"('10292_66', '192.168.210.55')",132
"('10292_66', '192.168.220.51')",142
"('10421_101', '192.168.220.50')",204
"('10421_101', '192.168.220.51')",424
"('10154_151', '192.168.210.53')",118
"('10154_151', '192.168.220.51')",146
"('10154_151', '192.168.210.47')",152
"('10154_151', '192.168.220.47')",286
"('10736_135', '192.168.220.50')",143
"('10736_135', '192.168.220.42')",162
"('10736_135', '192.168.220.51')",247
"('10721_207', '192.168.220.47')",140
"('10721_207', '192.168.220.51')",212
"('11930_139', '192.168.210.57')",152
"('11930_139', '192.168.220.47')",178
"('11930_139', '192.168.220.51')",284
"('11345_240', '192.168.220.50')",297
"('11345_240', '192.168.220.51')",474
"('10008_73', '192.168.220.51')",243
"('10008_73', '192.168.210.55')",596
"('11321_5', '192.168.220.50')",174
"('11321_5', '192.168.220.51')",305
"('10500_89', '192.168.220.48')",132
"('10500_89', '192.168.220.50')",137
"('10500_89', '192.168.220.51')",236
"('10149_171', '192.168.220.43')",123
"('10149_171', '192.168.220.51')",154
"('10149_171', '192.168.220.47')",183
"('10374_104', '192.168.220.47')",136
"('10374_104', '192.168.220.51')",282
"('10485_16', '192.168.220.51')",118
"('10485_16', '192.168.220.48')",127
"('10485_16', '192.168.220.50')",230
"('10385_71', '192.168.210.57')",136
"('10385_71', '192.168.220.51')",176
"('10385_71', '192.168.220.47')",192
"('10347_253', '192.168.220.50')",158
"('10347_253', '192.168.220.51')",165
"('10347_253', '192.168.220.47')",174
"('11610_111', '192.168.220.51')",126
"('11610_111', '192.168.220.47')",228
"('13342_85',)",1079
"('13342_85', '192.168.220.51')",1079
"('10663_143', '192.168.220.51')",133
"('10663_143', '192.168.210.52')",181
"('10663_143', '192.168.220.47')",344
"('10386_137', '192.168.210.54')",131
"('10386_137', '192.168.210.57')",138
"('10386_137', '192.168.220.47')",150
"('10386_137', '192.168.220.51')",198
"('10552_152', '192.168.220.49')",131
"('10552_152', '192.168.210.54')",136
"('10552_152', '192.168.220.45')",140
"('10552_152', '192.168.210.49')",185
"('10552_152', '192.168.210.53')",214
"('13250_125', '192.168.210.45')",124
"('13250_125', '192.168.220.47')",460
"('11403_162', '192.168.210.57')",128
"('11403_162', '192.168.210.47')",141
"('11403_162', '192.168.210.53')",153
"('11403_162', '192.168.220.47')",317
"('10099_51', '192.168.220.51')",120
"('10099_51', '192.168.220.47')",206
"('10099_51', '192.168.220.50')",210
"('10272_114', '192.168.210.47')",118
"('10272_114', '192.168.220.43')",154
"('10272_114', '192.168.220.47')",182
"('10272_114', '192.168.210.55')",548
"('10045_102', '192.168.220.47')",202
"('10045_102', '192.168.220.45')",214
"('10045_102', '192.168.210.55')",240
"('11322_152', '192.168.220.45')",124
"('11322_152', '192.168.220.51')",220
"('10088_98',)",1104
"('10088_98', '192.168.220.51')",1104
"('11015_18', '192.168.210.54')",117
"('11015_18', '192.168.220.48')",142
"('11015_18', '192.168.220.50')",174
"('11015_18', '192.168.220.51')",176
"('10397_55', '192.168.220.47')",170
"('10397_55', '192.168.220.51')",444
"('12439_254', '192.168.220.42')",140
"('12439_254', '192.168.210.47')",156
"('12439_254', '192.168.210.55')",191
"('12439_254', '192.168.220.47')",630
"('10155_248', '192.168.220.47')",185
"('10155_248', '192.168.220.51')",236
"('11235_180', '192.168.220.48')",124
"('11235_180', '192.168.220.50')",135
"('11235_180', '192.168.220.42')",152
"('11235_180', '192.168.220.47')",181
"('11235_180', '192.168.220.51')",192
"('10466_36', '192.168.210.55')",135
"('10466_36', '192.168.220.49')",144
"('10466_36', '192.168.220.48')",230
"('10466_36', '192.168.220.51')",269
"('10311_172', '192.168.220.49')",149
"('10311_172', '192.168.220.50')",160
"('10311_172', '192.168.220.51')",386
"('11331_50', '192.168.210.46')",150
"('11331_50', '192.168.220.47')",500
"('11930_152', '192.168.220.51')",210
