,IP_A,IP_B,confidence,pairs,pairs2,frequency,avg_norm_latency,total_duration,total_packets,norm_latency,latency_rank,pair_ID,server_A,server_B,server
546,13988_187,192.168.220.48,1.0,"['13988_187', '192.168.220.48']","('13988_187', '192.168.220.48')",34,0.2966557345613511,39.120999999999995,441,2.1404484105098274e-05,0.0007277524595733413,359,,,35
1524,10694_28,192.168.220.51,0.9506172839506173,"['10694_28', '192.168.220.51']","('10694_28', '192.168.220.51')",154,0.012484405277262418,8.634999999999998,308,4.724514205861905e-06,0.0007275751877027334,360,,,36
1297,11960_114,192.168.220.51,1.0,"['11960_114', '192.168.220.51']","('11960_114', '192.168.220.51')",89,0.054024339440210206,14.913,238,8.159430266591617e-06,0.0007261892937266539,361,,,36
909,13887_180,192.168.210.52,1.0,"['13887_180', '192.168.210.52']","('13887_180', '192.168.210.52')",50,0.07017158623679906,26.524999999999995,457,1.451276656751442e-05,0.0007256383283757211,362,,,36
1379,10046_146,192.168.210.53,1.0,"['10046_146', '192.168.210.53']","('10046_146', '192.168.210.53')",104,0.023151390749060204,12.750000000000002,650,6.97597638966292e-06,0.0007255015445249436,363,,,36
1430,10694_108,192.168.220.47,0.9830508474576272,"['10694_108', '192.168.220.47']","('10694_108', '192.168.220.47')",116,0.019544379447181168,11.408999999999999,257,6.242267814091312e-06,0.0007241030664345921,364,,,36
1291,13951_55,192.168.220.51,0.8636363636363636,"['13951_55', '192.168.220.51']","('13951_55', '192.168.220.51')",76,0.08107456140350877,17.404,180,9.52234455574066e-06,0.0007236981862362902,365,,,36
982,10244_167,192.168.210.46,1.0,"['10244_167', '192.168.210.46']","('10244_167', '192.168.210.46')",55,0.0849288272333727,24.041,196,1.3153682226187155e-05,0.0007234525224402935,366,,,36
1486,13227_120,192.168.220.48,1.0,"['13227_120', '192.168.220.48']","('13227_120', '192.168.220.48')",138,0.019958937198067635,9.529,170,5.213653256242976e-06,0.0007194841493615307,367,,,36
1373,12082_254,192.168.220.47,1.0,"['12082_254', '192.168.220.47']","('12082_254', '192.168.220.47')",102,0.0065145948631100395,12.775,473,6.9896547747406895e-06,0.0007129447870235504,368,,,36
1475,10057_27,192.168.220.43,1.0,"['10057_27', '192.168.220.43']","('10057_27', '192.168.220.43')",133,0.005007531834649768,9.765000000000002,433,5.34277721137713e-06,0.0007105893691131583,369,,,36
924,10131_248,192.168.210.48,1.0,"['10131_248', '192.168.210.48']","('10131_248', '192.168.210.48')",52,0.052578230975639004,24.79,309,1.3563486643117156e-05,0.0007053013054420922,370,,,37
1444,12244_225,192.168.210.47,0.819672131147541,"['12244_225', '192.168.210.47']","('12244_225', '192.168.210.47')",100,0.015174238467157201,12.784999999999997,436,6.995126128771795e-06,0.0006995126128771796,371,,,37
1235,11070_193,192.168.220.47,1.0,"['11070_193', '192.168.220.47']","('11070_193', '192.168.220.47')",82,0.03096908017854932,15.519,221,8.49099432087677e-06,0.0006962615343118952,372,,,37
1202,12505_140,192.168.220.48,1.0,"['12505_140', '192.168.220.48']","('12505_140', '192.168.220.48')",77,0.06356461183142881,16.486,414,9.020074255684931e-06,0.0006945457176877397,373,,,37
1377,13315_184,192.168.210.47,0.8446601941747572,"['13315_184', '192.168.210.47']","('13315_184', '192.168.210.47')",87,0.03339921505697368,14.575000000000003,213,7.97449850034016e-06,0.000693781369529594,374,,,37
1266,14319_134,192.168.220.51,1.0,"['14319_134', '192.168.220.51']","('14319_134', '192.168.220.51')",84,0.014231394378076806,15.073000000000002,388,8.246971931089347e-06,0.0006927456422115051,375,,,37
1413,13645_245,192.168.220.51,1.0,"['13645_245', '192.168.220.51']","('13645_245', '192.168.220.51')",112,0.02461337773745862,11.277000000000003,348,6.170045940880686e-06,0.0006910451453786368,376,,,37
1049,12716_136,192.168.220.47,1.0,"['12716_136', '192.168.220.47']","('12716_136', '192.168.220.47')",60,0.04008042110045411,20.997000000000003,789,1.1488202059117828e-05,0.0006892921235470697,377,,,37
1400,14085_44,192.168.210.47,1.0,"['14085_44', '192.168.210.47']","('14085_44', '192.168.210.47')",108,0.018255887767151646,11.664000000000001,563,6.381787341884572e-06,0.0006892330329235337,378,,,37
1102,14509_102,192.168.210.49,1.0,"['14509_102', '192.168.210.49']","('14509_102', '192.168.210.49')",64,0.03593353675383173,19.63,270,1.0740267963065339e-05,0.0006873771496361817,379,,,37
1143,13119_217,192.168.220.51,1.0,"['13119_217', '192.168.220.51']","('13119_217', '192.168.220.51')",70,0.02947305490283148,17.854999999999993,348,9.769102622543636e-06,0.0006838371835780545,380,,,38
949,14092_73,192.168.220.51,1.0,"['14092_73', '192.168.220.51']","('14092_73', '192.168.220.51')",52,0.018335446913422496,23.939999999999994,1039,1.3098421550472959e-05,0.0006811179206245939,381,,,38
1027,14181_100,192.168.220.51,1.0,"['14181_100', '192.168.220.51']","('14181_100', '192.168.220.51')",58,0.03650500050152687,21.25,549,1.1626627316104865e-05,0.0006743443843340821,382,,,38
1274,14276_96,192.168.220.51,0.8837209302325582,"['14276_96', '192.168.220.51']","('14276_96', '192.168.220.51')",76,0.08799451754385966,16.097,122,8.807238583874823e-06,0.0006693501323744866,383,,,38
1166,13708_80,192.168.210.45,1.0,"['13708_80', '192.168.210.45']","('13708_80', '192.168.210.45')",72,0.03430261544011543,16.861000000000004,253,9.22525003185149e-06,0.0006642180022933072,384,,,38
1228,13445_113,192.168.220.51,1.0,"['13445_113', '192.168.220.51']","('13445_113', '192.168.220.51')",80,0.03415596726190474,15.137999999999995,384,8.282535732291547e-06,0.0006626028585833238,385,,,38
1599,10981_41,192.168.220.51,0.7377049180327869,"['10981_41', '192.168.220.51']","('10981_41', '192.168.220.51')",180,0.005866614913475883,6.725999999999998,625,3.680032721323355e-06,0.0006624058898382039,386,,,38
1107,11972_209,192.168.220.47,1.0,"['11972_209', '192.168.220.47']","('11972_209', '192.168.220.47')",65,0.021633956871444458,18.587,389,1.0169605737620758e-05,0.0006610243729453493,387,,,38
926,10308_169,192.168.220.47,1.0,"['10308_169', '192.168.220.47']","('10308_169', '192.168.220.47')",52,0.010839383479200163,23.226000000000003,2735,1.270776687265184e-05,0.0006608038773778958,388,,,38
1233,13120_61,192.168.220.51,1.0,"['13120_61', '192.168.220.51']","('13120_61', '192.168.220.51')",81,0.021827733120788683,14.885000000000002,254,8.144110475304515e-06,0.0006596729484996657,389,,,38
1348,11413_65,192.168.220.46,1.0,"['11413_65', '192.168.220.46']","('11413_65', '192.168.220.46')",97,0.012922114343009399,12.326999999999996,394,6.744538114147041e-06,0.000654220197072263,390,,,39
652,12090_156,192.168.220.42,1.0,"['12090_156', '192.168.220.42']","('12090_156', '192.168.220.42')",38,0.06588747714621582,31.455000000000002,2588,1.7210144104850753e-05,0.0006539854759843286,391,,,39
1334,10310_43,192.168.220.45,1.0,"['10310_43', '192.168.220.45']","('10310_43', '192.168.220.45')",96,0.026073958333333338,12.447999999999999,207,6.810741497923451e-06,0.0006538311838006514,392,,,39
906,13388_11,192.168.220.51,1.0,"['13388_11', '192.168.220.51']","('13388_11', '192.168.220.51')",50,0.10322769326051262,23.868,210,1.3059027801448984e-05,0.0006529513900724492,393,,,39
1427,14558_12,192.168.220.45,1.0,"['14558_12', '192.168.220.45']","('14558_12', '192.168.220.45')",117,0.014454391904391902,10.169,265,5.5638199142339e-06,0.0006509669299653662,394,,,39
1395,13150_140,192.168.220.45,1.0,"['13150_140', '192.168.220.45']","('13150_140', '192.168.220.45')",108,0.0027440152943505503,10.991000000000001,782,6.013565215590991e-06,0.000649465043283827,395,,,39
795,13544_126,192.168.210.52,1.0,"['13544_126', '192.168.210.52']","('13544_126', '192.168.210.52')",44,0.06750964572818642,26.971,282,1.4756788957301849e-05,0.0006492987141212814,396,,,39
857,11166_245,192.168.210.54,1.0,"['11166_245', '192.168.210.54']","('11166_245', '192.168.210.54')",48,0.13156982473544973,24.546000000000003,170,1.3429985604758118e-05,0.0006446393090283897,397,,,39
1251,13568_153,192.168.220.51,0.8313253012048193,"['13568_153', '192.168.220.51']","('13568_153', '192.168.220.51')",69,0.09428260869565215,16.981,163,9.290906280224787e-06,0.0006410725333355103,398,,,39
1435,12584_227,192.168.220.51,1.0,"['12584_227', '192.168.220.51']","('12584_227', '192.168.220.51')",120,0.024461111111111114,9.741000000000001,154,5.329645961702471e-06,0.0006395575154042965,399,,,39
762,11312_86,192.168.210.47,1.0,"['11312_86', '192.168.210.47']","('11312_86', '192.168.210.47')",42,0.038462783352622446,27.819000000000003,2737,1.5220759779139824e-05,0.0006392719107238726,400,,,40
1551,12803_143,192.168.220.51,0.9005524861878453,"['12803_143', '192.168.220.51']","('12803_143', '192.168.220.51')",163,0.010421491868731134,7.167,297,3.921319434095226e-06,0.0006391750677575219,401,,,40
714,13603_4,192.168.220.47,1.0,"['13603_4', '192.168.220.47']","('13603_4', '192.168.220.47')",40,0.015794946523634158,28.951000000000004,1581,1.584011705546127e-05,0.0006336046822184507,402,,,40
1242,14308_197,192.168.220.51,1.0,"['14308_197', '192.168.220.51']","('14308_197', '192.168.220.51')",82,0.054588233852868026,14.066999999999998,228,7.696553715559863e-06,0.0006311174046759087,403,,,40
1382,10272_21,192.168.220.51,0.9615384615384616,"['10272_21', '192.168.220.51']","('10272_21', '192.168.220.51')",100,0.045333574162679434,11.529,209,6.307924062464611e-06,0.0006307924062464611,404,,,40
925,10186_121,192.168.220.46,1.0,"['10186_121', '192.168.220.46']","('10186_121', '192.168.220.46')",52,0.029170872244179077,22.148000000000003,2756,1.211795490809838e-05,0.0006301336552211158,405,,,40
1245,11048_77,192.168.210.56,1.0,"['11048_77', '192.168.210.56']","('11048_77', '192.168.210.56')",83,0.04215604656977795,13.868999999999998,299,7.5882209057439215e-06,0.0006298223351767455,406,,,40
680,14177_2,192.168.220.51,1.0,"['14177_2', '192.168.220.51']","('14177_2', '192.168.220.51')",39,0.08341108763031842,29.497000000000003,119,1.6138852985559776e-05,0.0006294152664368313,407,,,40
1155,11072_161,192.168.220.47,1.0,"['11072_161', '192.168.220.47']","('11072_161', '192.168.220.47')",72,0.08347453703703706,15.853000000000005,188,8.673737545515787e-06,0.0006245091032771367,408,,,40
1504,13600_4,192.168.220.51,0.87248322147651,"['13600_4', '192.168.220.51']","('13600_4', '192.168.220.51')",130,0.01453693833943834,8.775000000000002,313,4.801113162297422e-06,0.0006241447110986648,409,,,40
1399,10272_89,192.168.220.48,1.0,"['10272_89', '192.168.220.48']","('10272_89', '192.168.220.48')",108,0.00947684341541696,10.447,463,5.715923556298706e-06,0.0006173197440802603,410,,,41
1148,11122_109,192.168.210.55,1.0,"['11122_109', '192.168.210.55']","('11122_109', '192.168.210.55')",71,0.029976790111297162,15.862000000000002,285,8.678661764143782e-06,0.0006161849852542086,411,,,41
1055,14380_223,192.168.220.51,1.0,"['14380_223', '192.168.220.51']","('14380_223', '192.168.220.51')",60,0.015596874732260792,18.681000000000004,1829,1.0221036465513176e-05,0.0006132621879307906,412,,,41
1354,13798_26,192.168.220.42,1.0,"['13798_26', '192.168.220.42']","('13798_26', '192.168.220.42')",98,0.003222894679474736,11.426,1480,6.251569115944196e-06,0.0006126537733625312,413,,,41
1350,10631_38,192.168.220.47,0.7959183673469388,"['10631_38', '192.168.220.47']","('10631_38', '192.168.220.47')",78,0.025512043142043143,14.335,353,7.843186003593564e-06,0.000611768508280298,414,,,41
1311,13458_39,192.168.220.50,0.7802197802197802,"['13458_39', '192.168.220.50']","('13458_39', '192.168.220.50')",71,0.048208098591549293,15.742000000000003,244,8.613005515770485e-06,0.0006115233916197044,415,,,41
1408,12000_238,192.168.220.47,1.0,"['12000_238', '192.168.220.47']","('12000_238', '192.168.220.47')",110,0.019630360750360735,10.093999999999998,220,5.522784759000586e-06,0.0006075063234900644,416,,,41
1468,10708_220,192.168.220.43,1.0,"['10708_220', '192.168.220.43']","('10708_220', '192.168.220.43')",128,0.014459421502976194,8.668000000000001,265,4.742569674164564e-06,0.0006070489182930642,417,,,41
840,12514_131,192.168.210.55,1.0,"['12514_131', '192.168.210.55']","('12514_131', '192.168.210.55')",47,0.06589817953913699,23.442000000000004,169,1.2825948119723777e-05,0.0006028195616270176,418,,,41
941,13043_53,192.168.220.47,1.0,"['13043_53', '192.168.220.47']","('13043_53', '192.168.220.47')",52,0.013356921518230983,21.178999999999995,545,1.1587780702483993e-05,0.0006025645965291676,419,,,41
1253,14404_144,192.168.220.48,1.0,"['14404_144', '192.168.220.48']","('14404_144', '192.168.220.48')",83,0.02797053408438951,13.201999999999998,191,7.2232815918690064e-06,0.0005995323721251275,420,,,42
1153,14393_221,192.168.210.56,1.0,"['14393_221', '192.168.210.56']","('14393_221', '192.168.210.56')",71,0.015485005108152579,15.422999999999998,545,8.438469322178132e-06,0.0005991313218746474,421,,,42
616,10661_23,192.168.220.51,1.0,"['10661_23', '192.168.220.51']","('10661_23', '192.168.220.51')",36,0.06163018882458539,30.394000000000005,785,1.662963344215018e-05,0.0005986668039174065,422,,,42
1428,10562_29,192.168.220.47,0.711864406779661,"['10562_29', '192.168.220.47']","('10562_29', '192.168.220.47')",84,0.024109608843537418,12.988999999999997,201,7.106741751006402e-06,0.0005969663070845378,423,,,42
1329,14343_181,192.168.210.45,1.0,"['14343_181', '192.168.210.45']","('14343_181', '192.168.210.45')",94,0.020302017402705763,11.559,347,6.324338124557935e-06,0.0005944877837084459,424,,,42
1185,10398_41,192.168.210.48,1.0,"['10398_41', '192.168.210.48']","('10398_41', '192.168.210.48')",74,0.027345157657657656,14.526,177,7.94768886558773e-06,0.000588128976053492,425,,,42
1457,11167_180,192.168.220.45,1.0,"['11167_180', '192.168.220.45']","('11167_180', '192.168.220.45')",124,0.013680203533026113,8.574000000000002,263,4.691138946272147e-06,0.0005817012293377462,426,,,42
1467,14155_88,192.168.210.54,1.0,"['14155_88', '192.168.210.54']","('14155_88', '192.168.210.54')",128,0.002086471276754246,8.206999999999997,962,4.490340253330474e-06,0.0005747635524263007,427,,,42
891,13771_166,192.168.220.42,1.0,"['13771_166', '192.168.220.42']","('13771_166', '192.168.220.42')",49,0.03768716351377467,21.370000000000005,356,1.1692283564478164e-05,0.00057292189465943,428,,,42
1194,12732_79,192.168.210.55,0.7894736842105263,"['12732_79', '192.168.210.55']","('12732_79', '192.168.210.55')",60,0.059849861111111104,17.443,179,9.543682836461983e-06,0.000572620970187719,429,,,42
594,13353_39,192.168.220.47,1.0,"['13353_39', '192.168.220.47']","('13353_39', '192.168.220.47')",36,0.0529714159840985,28.994,343,1.5863643877795032e-05,0.0005710911796006212,430,,,43
1068,11119_87,192.168.210.55,1.0,"['11119_87', '192.168.210.55']","('11119_87', '192.168.210.55')",62,0.014697824354081443,16.823999999999998,850,9.205006021936387e-06,0.000570710373360056,431,,,43
984,14591_245,192.168.220.43,1.0,"['14591_245', '192.168.220.43']","('14591_245', '192.168.220.43')",55,0.07493959268004721,18.909000000000002,157,1.0345783337422443e-05,0.0005690180835582344,432,,,43
530,11883_2,192.168.220.45,1.0,"['11883_2', '192.168.220.45']","('11883_2', '192.168.220.45')",34,0.014270463443304788,30.210999999999995,2085,1.6529507663380894e-05,0.0005620032605549504,433,,,43
35,10045_152,192.168.220.51,1.0,"['10045_152', '192.168.220.51']","('10045_152', '192.168.220.51')",24,0.008283394938856088,42.635999999999996,127124,2.3327665047032796e-05,0.0005598639611287871,434,,,43
1180,13944_83,192.168.220.49,1.0,"['13944_83', '192.168.220.49']","('13944_83', '192.168.220.49')",74,0.022251771351771348,13.780000000000001,199,7.539525854867061e-06,0.0005579249132601626,435,,,43
1105,11867_243,192.168.220.50,0.8,"['11867_243', '192.168.220.50']","('11867_243', '192.168.220.50')",52,0.03810460498794941,19.548,237,1.0695402860010252e-05,0.0005561609487205331,436,,,43
1434,10361_153,192.168.210.47,0.7226890756302521,"['10361_153', '192.168.210.47']","('10361_153', '192.168.210.47')",86,0.0428875968992248,11.779,166,6.444707913242315e-06,0.0005542448805388391,437,,,43
608,14003_180,192.168.220.43,1.0,"['14003_180', '192.168.220.43']","('14003_180', '192.168.220.43')",36,0.08854714818587368,28.118,274,1.5384353264669955e-05,0.0005538367175281183,438,,,43
1580,10698_157,192.168.210.55,0.9805825242718447,"['10698_157', '192.168.210.55']","('10698_157', '192.168.210.55')",202,0.0028818587423828494,4.985999999999998,664,2.728017119910533e-06,0.0005510594582219276,439,,,43
1489,11459_14,192.168.220.50,0.8714285714285714,"['11459_14', '192.168.220.50']","('11459_14', '192.168.220.50')",122,0.014762238308139946,8.088999999999999,194,4.425778275763399e-06,0.0005399449496431346,440,,,44
1376,11513_245,192.168.220.47,1.0,"['11513_245', '192.168.220.47']","('11513_245', '192.168.220.47')",103,0.004643901333503307,9.556000000000004,605,5.228425912126971e-06,0.000538527868949078,441,,,44
1390,10244_154,192.168.220.48,1.0,"['10244_154', '192.168.220.48']","('10244_154', '192.168.220.48')",106,0.03253807277628032,9.278,240,5.076322270062162e-06,0.0005380901606265891,442,,,44
1163,12729_199,192.168.220.47,0.8611111111111112,"['12729_199', '192.168.220.47']","('12729_199', '192.168.220.47')",62,0.039020765390523474,15.758999999999993,228,8.622306817623364e-06,0.0005345830226926486,443,,,44
279,13772_130,192.168.220.42,1.0,"['13772_130', '192.168.220.42']","('13772_130', '192.168.220.42')",28,0.14599547352218253,34.893,617,1.909119562074574e-05,0.0005345534773808808,444,,,44
1483,10510_126,192.168.220.51,1.0,"['10510_126', '192.168.220.51']","('10510_126', '192.168.220.51')",137,0.013315151778472947,7.117,312,3.893962663939685e-06,0.0005334728849597368,445,,,44
1096,13546_90,192.168.210.52,1.0,"['13546_90', '192.168.210.52']","('13546_90', '192.168.210.52')",64,0.038969317444708065,15.234000000000002,161,8.335060730990189e-06,0.0005334438867833721,446,,,44
1087,14565_172,192.168.220.51,1.0,"['14565_172', '192.168.220.51']","('14565_172', '192.168.220.51')",63,0.09146296296296295,15.420000000000002,95,8.4368279159688e-06,0.0005315201587060345,447,,,44
1299,11655_159,192.168.220.45,1.0,"['11655_159', '192.168.220.45']","('11655_159', '192.168.220.45')",89,0.0034769384806336476,10.914,2881,5.9714357895514585e-06,0.0005314577852700798,448,,,44
1152,13121_147,192.168.220.51,0.9154929577464789,"['13121_147', '192.168.220.51']","('13121_147', '192.168.220.51')",65,0.05963666666666668,14.876999999999997,127,8.139733392079625e-06,0.0005290826704851756,449,,,44
1117,12325_190,192.168.220.47,1.0,"['12325_190', '192.168.220.47']","('12325_190', '192.168.220.47')",67,0.04074268492701329,14.421000000000001,198,7.890239648261094e-06,0.0005286460564334933,450,,,45
1436,13230_66,192.168.210.48,1.0,"['13230_66', '192.168.210.48']","('13230_66', '192.168.210.48')",120,0.023435138888888894,8.039000000000001,198,4.398421505607859e-06,0.0005278105806729431,451,,,45
1196,10088_126,192.168.220.51,1.0,"['10088_126', '192.168.220.51']","('10088_126', '192.168.220.51')",76,0.05675252373722769,12.645000000000001,322,6.918527172336284e-06,0.0005258080650975576,452,,,45
476,13252_162,192.168.210.47,1.0,"['13252_162', '192.168.210.47']","('13252_162', '192.168.210.47')",32,0.10820733589812126,29.948999999999995,6599,1.638615818776586e-05,0.0005243570620085075,453,,,45
1177,10718_163,192.168.210.47,1.0,"['10718_163', '192.168.210.47']","('10718_163', '192.168.210.47')",74,0.020120357176607172,12.950000000000001,499,7.0854034702850825e-06,0.0005243198568010961,454,,,45
922,14368_115,192.168.220.51,1.0,"['14368_115', '192.168.220.51']","('14368_115', '192.168.220.51')",51,0.0148466199422461,18.754000000000005,2355,1.0260977349940267e-05,0.0005233098448469536,455,,,45
1412,13178_118,192.168.210.49,1.0,"['13178_118', '192.168.210.49']","('13178_118', '192.168.210.49')",112,0.026744791666666667,8.446,146,4.621105614673961e-06,0.0005175638288434836,456,,,45
1344,11278_68,192.168.220.47,1.0,"['11278_68', '192.168.220.47']","('11278_68', '192.168.220.47')",96,0.02240742394179895,9.850000000000003,188,5.389283720641551e-06,0.0005173712371815889,457,,,45
1466,14154_89,192.168.210.54,1.0,"['14154_89', '192.168.210.54']","('14154_89', '192.168.210.54')",128,0.007363707950036075,7.29,244,3.988617088677857e-06,0.0005105429873507657,458,,,45
1346,13146_102,192.168.220.51,1.0,"['13146_102', '192.168.220.51']","('13146_102', '192.168.220.51')",96,0.028984722222222217,9.709999999999999,185,5.312684764206033e-06,0.0005100177373637792,459,,,45
1077,12060_132,192.168.210.53,1.0,"['12060_132', '192.168.210.53']","('12060_132', '192.168.210.53')",62,0.034474212749615984,15.016000000000004,141,8.215785213112032e-06,0.000509378683212946,460,,,46
936,12249_120,192.168.220.47,1.0,"['12249_120', '192.168.220.47']","('12249_120', '192.168.220.47')",52,0.11617916666666664,17.836999999999996,120,9.759254185287643e-06,0.0005074812176349574,461,,,46
1182,10974_145,192.168.210.47,1.0,"['10974_145', '192.168.210.47']","('10974_145', '192.168.210.47')",74,0.028962934362934362,12.523999999999996,262,6.852323788559871e-06,0.0005070719603534305,462,,,46
861,13423_116,192.168.210.49,1.0,"['13423_116', '192.168.210.49']","('13423_116', '192.168.210.49')",48,0.014650217348455756,19.296999999999997,1822,1.0558071873829436e-05,0.000506787449943813,463,,,46
602,13694_12,192.168.210.45,1.0,"['13694_12', '192.168.210.45']","('13694_12', '192.168.210.45')",36,0.09284903494759816,25.636000000000003,252,1.4026363194148909e-05,0.0005049490749893607,464,,,46
987,11498_35,192.168.220.51,0.7857142857142857,"['11498_35', '192.168.220.51']","('11498_35', '192.168.220.51')",44,0.09612954545454544,20.765,195,1.1361266645596118e-05,0.0004998957324062292,465,,,46
1300,13978_100,192.168.210.53,1.0,"['13978_100', '192.168.210.53']","('13978_100', '192.168.210.53')",89,0.040912734082397,10.250000000000002,170,5.608137881885876e-06,0.000499124271487843,466,,,46
1216,12715_146,192.168.220.47,1.0,"['12715_146', '192.168.220.47']","('12715_146', '192.168.220.47')",79,0.0273224774873509,11.488,253,6.285491510937067e-06,0.0004965538293640282,467,,,46
587,13056_108,192.168.220.46,0.7222222222222222,"['13056_108', '192.168.220.46']","('13056_108', '192.168.220.46')",26,0.29792274392274387,34.87599999999999,146,1.9081894318892852e-05,0.0004961292522912142,468,,,46
1448,10824_207,192.168.210.45,1.0,"['10824_207', '192.168.210.45']","('10824_207', '192.168.210.45')",123,0.0067425573629303895,7.359999999999997,400,4.026916566895612e-06,0.0004953107377281602,469,,,46
1341,13028_129,192.168.210.54,1.0,"['13028_129', '192.168.210.54']","('13028_129', '192.168.210.54')",96,0.01167829335016835,9.427,291,5.157845445125673e-06,0.0004951531627320646,470,,,47
1432,13344_35,192.168.220.51,1.0,"['13344_35', '192.168.220.51']","('13344_35', '192.168.220.51')",118,0.013878833736884583,7.613000000000003,450,4.165341823882652e-06,0.000491510335218153,471,,,47
1206,12427_140,192.168.210.53,1.0,"['12427_140', '192.168.210.53']","('12427_140', '192.168.210.53')",78,0.023806500035911806,11.435999999999998,203,6.257040469975304e-06,0.0004880491566580737,472,,,47
1171,10162_158,192.168.210.47,1.0,"['10162_158', '192.168.210.47']","('10162_158', '192.168.210.47')",72,0.01209796555095468,12.296999999999997,300,6.728124052053717e-06,0.0004844249317478676,473,,,47
907,13707_58,192.168.210.45,1.0,"['13707_58', '192.168.210.45']","('13707_58', '192.168.210.45')",50,0.072764,17.617,176,9.638884396603267e-06,0.00048194421983016334,474,,,47
914,14466_47,192.168.220.46,1.0,"['14466_47', '192.168.220.46']","('14466_47', '192.168.220.46')",50,0.033492472339340745,17.494000000000003,661,9.571586742020637e-06,0.00047857933710103185,475,,,47
858,13111_132,192.168.210.54,1.0,"['13111_132', '192.168.210.54']","('13111_132', '192.168.210.54')",48,0.013935457058047537,18.175,4643,9.944185951539101e-06,0.00047732092567387684,476,,,47
660,10320_29,192.168.220.47,1.0,"['10320_29', '192.168.220.47']","('10320_29', '192.168.220.47')",38,0.03940266810775733,22.944000000000003,1692,1.255347468897459e-05,0.0004770320381810344,477,,,47
1015,13125_27,192.168.220.51,1.0,"['13125_27', '192.168.220.51']","('13125_27', '192.168.220.51')",57,0.01583465134893403,15.274999999999997,479,8.35749328251773e-06,0.0004763771171035106,478,,,47
1438,10970_252,192.168.210.55,1.0,"['10970_252', '192.168.210.55']","('10970_252', '192.168.210.55')",120,0.013766045274170273,7.1899999999999995,308,3.933903548366775e-06,0.000472068425804013,479,,,47
1098,13889_101,192.168.210.49,1.0,"['13889_101', '192.168.210.49']","('13889_101', '192.168.210.49')",64,0.028578034789589056,13.453999999999999,393,7.361159713452932e-06,0.00047111422166098765,480,,,48
758,13524_115,192.168.210.46,1.0,"['13524_115', '192.168.210.46']","('13524_115', '192.168.210.46')",42,0.06612141072063434,20.456,339,1.1192201806034874e-05,0.00047007247585346474,481,,,48
983,14366_199,192.168.220.45,0.7818181818181819,"['14366_199', '192.168.220.45']","('14366_199', '192.168.220.45')",43,0.02301846684434088,19.956,754,1.0918634104479466e-05,0.0004695012664926171,482,,,48
1298,13183_225,192.168.210.49,0.9213483146067416,"['13183_225', '192.168.210.49']","('13183_225', '192.168.210.49')",82,0.025290243902439023,10.45,193,5.717564962508038e-06,0.00046884032692565917,483,,,48
1316,11278_140,192.168.220.50,1.0,"['11278_140', '192.168.220.50']","('11278_140', '192.168.220.50')",92,0.020667430124223604,9.312999999999999,198,5.095472009171039e-06,0.00046878342484373556,484,,,48
1446,13550_195,192.168.220.51,1.0,"['13550_195', '192.168.220.51']","('13550_195', '192.168.220.51')",122,0.018729781420765028,7.020999999999999,152,3.841437665241047e-06,0.0004686553951594077,485,,,48
1552,10013_240,192.168.220.47,0.8011049723756906,"['10013_240', '192.168.220.47']","('10013_240', '192.168.220.47')",145,0.004179962855186995,5.898,609,3.2270046075475992e-06,0.0004679156680944019,486,,,48
277,13609_133,192.168.220.51,1.0,"['13609_133', '192.168.220.51']","('13609_133', '192.168.220.51')",28,0.12349010718948307,30.512,1297,1.6694195419717253e-05,0.00046743747175208305,487,,,48
1147,11039_15,192.168.220.42,1.0,"['11039_15', '192.168.220.42']","('11039_15', '192.168.220.42')",71,0.04404237089201879,12.018999999999998,179,6.57602040998891e-06,0.00046689744910921263,488,,,48
536,13435_76,192.168.220.51,1.0,"['13435_76', '192.168.220.51']","('13435_76', '192.168.220.51')",34,0.07736887514561952,25.028,270,1.3693704869057532e-05,0.00046558596554795606,489,,,48
656,13056_115,192.168.220.46,1.0,"['13056_115', '192.168.220.46']","('13056_115', '192.168.220.46')",38,0.09326570479246461,22.301,285,1.2201666624774333e-05,0.00046366333174142465,490,,,49
1447,0.0.0.0,255.255.255.255,1.0,"['0.0.0.0', '255.255.255.255']","('0.0.0.0', '255.255.255.255')",123,0.018820189701897014,6.800999999999997,223,3.721067876556665e-06,0.00045769134881646983,491,,,49
1443,10694_100,192.168.220.47,0.9016393442622951,"['10694_100', '192.168.220.47']","('10694_100', '192.168.220.47')",110,0.013202002164502165,7.582000000000001,233,4.1483806263862155e-06,0.0004563218689024837,492,,,49
1115,14309_34,192.168.220.51,1.0,"['14309_34', '192.168.220.51']","('14309_34', '192.168.220.51')",66,0.06261587389882844,12.574,176,6.8796805587154146e-06,0.0004540589168752174,493,,,49
1281,10343_185,192.168.210.55,1.0,"['10343_185', '192.168.210.55']","('10343_185', '192.168.210.55')",88,0.011089760529874168,9.409,553,5.147997007869679e-06,0.00045302373669253173,494,,,49
806,10198_96,192.168.210.47,1.0,"['10198_96', '192.168.210.47']","('10198_96', '192.168.210.47')",45,0.04881451127603977,18.297,400,1.0010936470718622e-05,0.000450492141182338,495,,,49
1203,10160_118,192.168.210.45,1.0,"['10160_118', '192.168.210.45']","('10160_118', '192.168.210.45')",77,0.0201881455612548,10.691,164,5.849424594657746e-06,0.00045040569378864646,496,,,49
